Year,Rank,SpacerGIR,Player, GreensRate ,GreensHit,GreensPossible
1989,61,70,Wayne Grady, 0.6650 ,982,"1,476"
1989,62,70,Ian Baker-Finch, 0.6650 ,715,"1,075"
1989,62,70,Dan Pohl, 0.6650 ,826,"1,242"
1989,64,72,Bobby Wadkins, 0.6640 ,"1,254","1,890"
1989,65,73,Donnie Hammond, 0.6630 ,"1,074","1,620"
1989,66,73,Brian Tennyson, 0.6630 ,"1,217","1,836"
1989,67,73,Curt Byrum, 0.6630 ,"1,157","1,746"
1989,67,73,Buddy Gardner, 0.6630 ,"1,324","1,998"
1989,67,73,Mark Wiebe, 0.6630 ,"1,169","1,764"
1989,70,73,Bill Britton, 0.6620 ,"1,275","1,926"
1989,71,73,Jodie Mudd, 0.6610 ,"1,131","1,710"
1989,72,73,Davis Love III, 0.6610 ,988,"1,494"
1989,73,73,Mark Hayes, 0.6610 ,"1,011","1,530"
1989,74,73,David Edwards, 0.6610 ,"1,070","1,620"
1989,75,73,Robert Wrenn, 0.6600 ,"1,034","1,566"
1989,76,73,Lon Hinkle, 0.6600 ,"1,069","1,620"
1989,76,73,Chris Perry, 0.6600 ,"1,271","1,926"
1989,78,73,Ed Fiori, 0.6590 ,"1,187","1,800"
1989,79,73,Keith Clearwater, 0.6590 ,"1,186","1,800"
1989,80,74,Mark Lye, 0.6590 ,"1,067","1,620"
1989,81,74,Andrew Magee, 0.6590 ,"1,209","1,836"
1989,81,74,Tim Norris, 0.6590 ,"1,043","1,584"
1989,83,74,Nick Price, 0.6580 ,"1,114","1,692"
1989,84,74,Dan Halldorson, 0.6580 ,"1,042","1,584"
1989,85,74,John Inman, 0.6580 ,"1,018","1,548"
1989,86,74,Russ Cochran, 0.6570 ,"1,065","1,620"
1989,86,74,David Jackson, 0.6570 ,639,972
1989,88,74,Rick Fehr, 0.6570 ,840,"1,278"
1989,88,74,Bob Wolcott, 0.6570 ,725,"1,103"
1989,90,74,Ken Green, 0.6570 ,949,"1,444"
1989,91,74,Gene Sauers, 0.6570 ,969,"1,476"
1989,92,74,Billy Andrade, 0.6560 ,"1,075","1,638"
1989,92,74,Gary Hallberg, 0.6560 ,"1,016","1,548"
1989,94,74,Mark Brooks, 0.6560 ,"1,025","1,562"
1989,95,74,Webb Heintzelman, 0.6560 ,"1,204","1,836"
1989,96,74,Leonard Thompson, 0.6550 ,"1,108","1,692"
1989,97,74,David Ogrin, 0.6550 ,"1,096","1,674"
1989,98,74,Jim Booros, 0.6550 ,978,"1,494"
1989,99,75,David Canipe, 0.6530 ,"1,082","1,656"
1989,100,75,Mike Reid, 0.6530 ,882,"1,350"
1989,101,76,Kenny Knox, 0.6530 ,"1,281","1,962"
1989,102,80,Chip Beck, 0.6520 ,916,"1,404"
1989,103,80,Bob Lohr, 0.6520 ,"1,133","1,737"
1989,103,80,Larry Nelson, 0.6520 ,681,"1,044"
1989,105,80,Pat McGowan, 0.6520 ,"1,068","1,638"
1989,106,80,Bob Tway, 0.6520 ,"1,103","1,692"
1989,107,80,Brad Fabel, 0.6520 ,992,"1,522"
1989,108,80,John McComish, 0.6510 ,938,"1,440"
1989,109,80,Jim Thorpe, 0.6510 ,931,"1,430"
1989,110,80,Billy Mayfair, 0.6500 ,"1,159","1,782"
1989,111,80,Jay Delsing, 0.6500 ,714,"1,098"
1989,112,80,Roger Maltbie, 0.6500 ,901,"1,386"
1989,113,80,Mark O'Meara, 0.6500 ,"1,053","1,620"
1989,114,80,Jeff Hart, 0.6500 ,655,"1,008"
1989,115,80,Tom Watson, 0.6500 ,690,"1,062"
1989,116,80,Rick Dalpos, 0.6500 ,795,"1,224"
1989,117,80,Jay Haas, 0.6490 ,"1,052","1,620"
1989,118,80,Andy Bean, 0.6490 ,876,"1,350"
1989,119,80,Fred Funk, 0.6490 ,"1,004","1,548"
1989,120,80,Steve Jones, 0.6480 ,"1,084","1,672"
1989,121,80,Brad Faxon, 0.6480 ,"1,085","1,674"
1989,122,82,Larry Mize, 0.6480 ,"1,108","1,710"
1989,123,82,David Frost, 0.6480 ,"1,061","1,638"
1989,124,82,Scott Simpson, 0.6470 ,839,"1,296"
1989,125,82,Roy Biancalana, 0.6470 ,722,"1,116"
1989,126,83,Barry Jaeckel, 0.6460 ,733,"1,134"
1989,127,83,Jim Carter, 0.6460 ,"1,233","1,908"
1989,128,83,Corey Pavin, 0.6460 ,"1,151","1,782"
1989,129,84,P.H. Horgan III, 0.6460 ,953,"1,476"
1989,130,84,Robin Freeman, 0.6450 ,882,"1,368"
1989,131,85,Gary Koch, 0.6440 ,753,"1,170"
1989,132,85,Scott Verplank, 0.6420 ,"1,006","1,566"
1989,133,85,Bob Eastwood, 0.6420 ,971,"1,512"
1989,134,85,Ronnie McCann, 0.6420 ,685,"1,067"
1989,135,85,Clarence Rose, 0.6420 ,"1,190","1,854"
1989,136,85,Mike Donald, 0.6410 ,"1,327","2,070"
1989,137,85,Mike Miles, 0.6410 ,738,"1,152"
1989,138,86,D.A. Weibring, 0.6400 ,886,"1,385"
1989,139,86,Greg Ladehoff, 0.6390 ,897,"1,404"
1989,140,114,Billy Tuten, 0.6390 ,793,"1,242"
1989,141,114,Nick Faldo, 0.6380 ,701,"1,098"
1989,142,114,Karl Kimball, 0.6370 ,562,882
1989,143,114,Larry Silveira, 0.6360 ,893,"1,404"
1989,144,114,Dan Forsman, 0.6360 ,984,"1,548"
1989,145,115,Tony Sills, 0.6350 ,989,"1,557"
1989,146,115,Ronnie Black, 0.6340 ,977,"1,542"
1989,146,115,Dave Eichelberger, 0.6340 ,"1,129","1,782"
1989,148,117,Bobby Clampett, 0.6330 ,"1,003","1,584"
1989,149,119,Don Reese, 0.6320 ,"1,035","1,638"
1989,150,121,Ed Humenik, 0.6320 ,887,"1,404"
1989,151,121,Bill Sander, 0.6320 ,"1,114","1,764"
1989,152,121,Robert Thompson, 0.6310 ,801,"1,269"
1989,153,121,Bob Gilder, 0.6310 ,976,"1,548"
1989,153,121,Calvin Peete, 0.6310 ,575,912
1989,155,121,Ben Crenshaw, 0.6300 ,884,"1,404"
1989,155,121,Dick Mast, 0.6300 ,986,"1,566"
1989,157,124,Doug Weaver, 0.6280 ,746,"1,188"
1989,158,124,Larry Rinker, 0.6270 ,982,"1,566"
1989,159,125,Jim Benepe, 0.6270 ,857,"1,368"
1989,160,125,Tom Sieckmann, 0.6260 ,913,"1,458"
1989,161,128,Tony Grimes, 0.6240 ,753,"1,206"
1989,162,128,Billy Pierot, 0.6240 ,719,"1,152"
1989,163,128,George Archer, 0.6240 ,712,"1,142"
1989,164,128,Bob Estes, 0.6220 ,839,"1,350"
1989,165,134,John Huston, 0.6190 ,942,"1,521"
1989,166,134,Don Pooley, 0.6190 ,847,"1,368"
1989,167,134,Jeff Sluman, 0.6170 ,822,"1,332"
1989,168,134,George Burns, 0.6150 ,617,"1,004"
1989,169,135,Sam Randolph, 0.6140 ,609,992
1989,170,136,Mike Sullivan, 0.6130 ,871,"1,422"
1989,171,136,Sandy Lyle, 0.6120 ,581,949
1989,172,136,Phil Blackmar, 0.6110 ,924,"1,512"
1989,173,164,Tom Byrum, 0.6110 ,"1,110","1,818"
1989,174,164,Greg Twiggs, 0.6090 ,789,"1,296"
1989,175,164,Jack Kay Jr., 0.6090 ,767,"1,260"
1989,176,164,Steve Hart, 0.6080 ,824,"1,355"
1989,177,165,Bernhard Langer, 0.6060 ,600,990
1989,178,167,Rex Caldwell, 0.6020 ,744,"1,235"
1989,179,167,J.L. Lewis, 0.6020 ,520,864
1989,180,169,Charlie Bowles, 0.5990 ,636,"1,062"
1989,181,174,Raymond Floyd, 0.5970 ,591,990
1989,182,174,Hubert Green, 0.5950 ,793,"1,332"
1989,183,209,Isao Aoki, 0.5790 ,547,945
1989,184,223,Jerry Pate, 0.5600 ,509,909
1989,185,252,Morris Hatalsky, 0.5550 ,689,"1,242"
1989,186,263,Willie Wood, 0.5350 ,491,918
1990,1,-,Doug Tewell, 0.7090 ,"1,002","1,413"
1990,2,-,Rocco Mediate, 0.7090 ,"1,084","1,530"
1990,3,-,Tom Kite, 0.7020 ,"1,087","1,548"
1990,4,-,Curtis Strange, 0.7010 ,908,"1,296"
1990,5,-,Dave Barr, 0.7000 ,"1,197","1,710"
1990,6,-,Tim Simpson, 0.6990 ,"1,177","1,684"
1990,7,-,Mark Lye, 0.6970 ,"1,117","1,602"
1990,8,-,Bobby Wadkins, 0.6960 ,"1,290","1,854"
1990,9,-,Loren Roberts, 0.6930 ,"1,397","2,016"
1990,10,-,Tom Purtzer, 0.6910 ,958,"1,386"
1990,11,-,Richard Zokol, 0.6880 ,824,"1,198"
1990,12,-,Peter Jacobsen, 0.6870 ,"1,002","1,458"
1990,13,-,Gil Morgan, 0.6870 ,"1,051","1,530"
1990,14,-,Nolan Henke, 0.6860 ,"1,087","1,584"
1990,15,-,David Peoples, 0.6800 ,"1,359","1,998"
1990,16,-,John Mahaffey, 0.6780 ,"1,171","1,728"
1990,17,-,John Cook, 0.6770 ,"1,158","1,710"
1990,17,-,Ray Stewart, 0.6770 ,"1,158","1,710"
1990,17,-,Harry Taylor, 0.6770 ,707,"1,044"
1990,20,-,Nick Price, 0.6750 ,"1,190","1,764"
1990,21,-,Kenny Perry, 0.6740 ,898,"1,332"
1990,22,-,Hale Irwin, 0.6740 ,740,"1,098"
1990,23,-,Paul Azinger, 0.6730 ,"1,187","1,764"
1990,24,-,Billy Ray Brown, 0.6730 ,"1,005","1,494"
1990,25,-,Larry Mize, 0.6720 ,"1,053","1,566"
1990,26,-,Bruce Lietzke, 0.6720 ,738,"1,098"
1990,27,-,Brian Claar, 0.6720 ,"1,016","1,512"
1990,28,-,Fred Couples, 0.6720 ,907,"1,350"
1990,29,-,Scott Hoch, 0.6710 ,"1,053","1,570"
1990,30,-,Billy Mayfair, 0.6700 ,"1,315","1,962"
1990,31,-,Brad Fabel, 0.6700 ,"1,049","1,566"
1990,32,-,Mark O'Meara, 0.6690 ,"1,023","1,530"
1990,33,-,Greg Bruckner, 0.6670 ,"1,069","1,602"
1990,33,-,Jim Thorpe, 0.6670 ,"1,051","1,575"
1990,35,-,Corey Pavin, 0.6670 ,"1,261","1,890"
1990,36,-,Mark Calcavecchia, 0.6670 ,"1,116","1,674"
1990,36,-,Mark McCumber, 0.6670 ,996,"1,494"
1990,36,-,Greg Norman, 0.6670 ,720,"1,080"
1990,36,-,Robert Wrenn, 0.6670 ,"1,152","1,728"
1990,40,-,Jim Hallet, 0.6660 ,"1,378","2,070"
1990,40,-,Ted Schulz, 0.6660 ,"1,390","2,088"
1990,42,-,Steve Elkington, 0.6660 ,"1,150","1,728"
1990,42,-,Gene Sauers, 0.6660 ,"1,162","1,746"
1990,44,-,Wayne Levi, 0.6650 ,886,"1,332"
1990,45,-,Mike Donald, 0.6650 ,"1,364","2,052"
1990,46,-,Joey Sindelar, 0.6650 ,957,"1,440"
1990,47,-,Russ Cochran, 0.6640 ,"1,148","1,728"
1990,47,-,Dave Eichelberger, 0.6640 ,"1,190","1,791"
1990,49,-,Jay Don Blake, 0.6630 ,"1,093","1,649"
1990,50,-,Ian Baker-Finch, 0.6620 ,965,"1,458"
1990,51,-,Tommy Armour III, 0.6610 ,"1,106","1,674"
1990,52,-,Steve Pate, 0.6590 ,"1,187","1,800"
1990,53,-,Steve Jones, 0.6590 ,901,"1,368"
1990,54,-,Hal Sutton, 0.6580 ,"1,066","1,620"
1990,55,-,David Edwards, 0.6580 ,864,"1,314"
1990,55,-,"Jim Gallagher, Jr.", 0.6580 ,"1,361","2,070"
1990,57,-,Fuzzy Zoeller, 0.6570 ,840,"1,278"
1990,58,-,Billy Andrade, 0.6570 ,"1,218","1,854"
1990,58,-,Bob Wolcott, 0.6570 ,"1,017","1,548"
1990,60,-,Dan Halldorson, 0.6570 ,603,918
1990,60,-,Neal Lancaster, 0.6570 ,875,"1,332"
1990,62,-,Gary Hallberg, 0.6560 ,957,"1,458"
1990,63,-,Clark Burroughs, 0.6560 ,"1,133","1,728"
1990,63,-,Bill Glasson, 0.6560 ,758,"1,156"
1990,65,-,Bob Estes, 0.6550 ,"1,097","1,674"
1990,66,-,Jim Benepe, 0.6540 ,"1,000","1,530"
1990,67,-,Mark Brooks, 0.6530 ,"1,328","2,034"
1990,68,-,Mike Reid, 0.6520 ,775,"1,188"
1990,69,-,Kirk Triplett, 0.6520 ,904,"1,386"
1990,70,-,Emlyn Aubrey, 0.6520 ,"1,162","1,782"
1990,71,-,Steve Lamontagne, 0.6520 ,996,"1,528"
1990,72,-,Andrew Magee, 0.6510 ,"1,149","1,764"
1990,73,-,Brian Tennyson, 0.6510 ,"1,125","1,728"
1990,74,-,Mike Hulbert, 0.6510 ,"1,347","2,070"
1990,75,-,John Adams, 0.6500 ,"1,024","1,575"
1990,76,-,Joel Edwards, 0.6500 ,"1,006","1,548"
1990,77,-,Sonny Skinner, 0.6500 ,877,"1,350"
1990,78,-,Paul Trittler, 0.6500 ,982,"1,512"
1990,79,-,Jim Woodward, 0.6490 ,853,"1,314"
1990,80,-,Payne Stewart, 0.6490 ,"1,110","1,710"
1990,81,-,Hubert Green, 0.6490 ,712,"1,098"
1990,82,-,Kenny Knox, 0.6480 ,"1,097","1,692"
1990,83,-,Curt Byrum, 0.6480 ,"1,038","1,602"
1990,84,-,Buddy Gardner, 0.6480 ,"1,201","1,854"
1990,85,-,Dan Forsman, 0.6470 ,"1,010","1,560"
1990,86,-,Bob Tway, 0.6470 ,"1,130","1,746"
1990,87,-,Dillard Pruitt, 0.6470 ,920,"1,422"
1990,88,-,Peter Persons, 0.6470 ,"1,164","1,800"
1990,89,-,Robert Gamez, 0.6460 ,919,"1,422"
1990,90,-,Phil Blackmar, 0.6460 ,"1,058","1,638"
1990,91,-,Jack Ferenz, 0.6460 ,587,909
1990,92,-,"Don Shirey, Jr.", 0.6460 ,"1,069","1,656"
1990,93,-,Ben Crenshaw, 0.6450 ,790,"1,224"
1990,94,-,Chris Perry, 0.6450 ,"1,115","1,728"
1990,95,-,Tom Sieckmann, 0.6450 ,"1,022","1,584"
1990,96,-,Leonard Thompson, 0.6440 ,"1,067","1,656"
1990,97,-,Jerry Haas, 0.6440 ,"1,032","1,602"
1990,98,-,Ken Green, 0.6440 ,"1,002","1,556"
1990,99,-,Davis Love III, 0.6430 ,"1,053","1,638"
1990,100,-,Lennie Clements, 0.6410 ,941,"1,467"
1990,101,-,Fulton Allem, 0.6410 ,831,"1,296"
1990,101,-,Fred Funk, 0.6410 ,958,"1,494"
1990,103,-,Lanny Wadkins, 0.6410 ,946,"1,476"
1990,104,-,Calvin Peete, 0.6410 ,744,"1,161"
1990,105,-,Jay Delsing, 0.6410 ,"1,107","1,728"
1990,106,-,Bill Britton, 0.6400 ,"1,141","1,782"
1990,107,-,Andy Bean, 0.6400 ,772,"1,206"
1990,107,-,Jay Haas, 0.6400 ,"1,060","1,656"
1990,109,-,Howard Twitty, 0.6400 ,"1,094","1,710"
1990,110,-,John Dowdall, 0.6390 ,633,990
1990,111,-,Wayne Grady, 0.6390 ,955,"1,494"
1990,111,-,Lee Janzen, 0.6390 ,"1,116","1,746"
1990,113,-,Scott Verplank, 0.6390 ,"1,012","1,584"
1990,114,-,Blaine McCallister, 0.6390 ,"1,092","1,710"
1990,115,-,Tommy Moore, 0.6380 ,"1,010","1,584"
1990,116,-,Jeff Hart, 0.6380 ,941,"1,476"
1990,117,-,Tom Watson, 0.6370 ,654,"1,026"
1990,118,-,Jim Booros, 0.6370 ,"1,009","1,584"
1990,118,-,Jeffrey Wilson, 0.6370 ,860,"1,350"
1990,120,-,Jodie Mudd, 0.6370 ,951,"1,494"
1990,121,-,J.C. Snead, 0.6360 ,836,"1,314"
1990,122,-,Brad Bryant, 0.6360 ,"1,042","1,638"
1990,123,-,Ronnie Black, 0.6350 ,960,"1,512"
1990,124,-,Craig Stadler, 0.6350 ,754,"1,188"
1990,125,-,Duffy Waldorf, 0.6350 ,"1,005","1,584"
1990,126,-,Keith Clearwater, 0.6340 ,874,"1,378"
1990,127,-,Bill Buttner, 0.6340 ,992,"1,566"
1990,128,-,Mark Hayes, 0.6330 ,866,"1,368"
1990,129,-,Dave Rummells, 0.6320 ,944,"1,494"
1990,129,-,Mike Smith, 0.6320 ,"1,035","1,638"
1990,131,-,Clark Dennis, 0.6320 ,978,"1,548"
1990,132,-,Greg Twiggs, 0.6320 ,"1,012","1,602"
1990,133,-,Bob Lohr, 0.6310 ,"1,091","1,728"
1990,134,-,Don Pooley, 0.6310 ,849,"1,346"
1990,135,-,Barry Jaeckel, 0.6310 ,647,"1,026"
1990,136,-,Bobby Clampett, 0.6300 ,646,"1,026"
1990,137,-,Scott Simpson, 0.6280 ,712,"1,134"
1990,138,-,Larry Silveira, 0.6270 ,931,"1,485"
1990,139,-,Bill Sander, 0.6270 ,"1,117","1,782"
1990,139,-,Jeff Sluman, 0.6270 ,"1,191","1,900"
1990,141,-,Michael Allen, 0.6260 ,"1,037","1,656"
1990,142,-,David Frost, 0.6250 ,923,"1,476"
1990,143,-,D.A. Weibring, 0.6240 ,736,"1,179"
1990,144,-,Webb Heintzelman, 0.6240 ,"1,069","1,713"
1990,145,-,Ed Fiori, 0.6240 ,"1,213","1,944"
1990,146,-,Ed Dougherty, 0.6240 ,853,"1,368"
1990,147,-,Chip Beck, 0.6230 ,976,"1,566"
1990,148,-,Mark Wiebe, 0.6230 ,"1,121","1,800"
1990,149,-,Roger Maltbie, 0.6230 ,723,"1,161"
1990,150,-,Donnie Hammond, 0.6220 ,829,"1,332"
1990,151,-,Jerry Anderson, 0.6220 ,627,"1,008"
1990,152,-,Lance Ten Broeck, 0.6200 ,"1,072","1,728"
1990,153,-,David Canipe, 0.6200 ,937,"1,512"
1990,154,-,Tony Sills, 0.6200 ,575,928
1990,155,-,Clarence Rose, 0.6190 ,970,"1,566"
1990,156,-,Gary Koch, 0.6190 ,635,"1,026"
1990,157,-,Larry Rinker, 0.6180 ,"1,090","1,764"
1990,158,-,Rick Fehr, 0.6170 ,"1,000","1,620"
1990,159,-,David Ogrin, 0.6170 ,944,"1,530"
1990,160,-,Carl Cooper, 0.6160 ,632,"1,026"
1990,160,-,John Inman, 0.6160 ,"1,131","1,836"
1990,162,-,Grant Waite, 0.6160 ,809,"1,314"
1990,163,-,Brian Kamm, 0.6160 ,554,900
1990,164,-,Brad Faxon, 0.6160 ,986,"1,602"
1990,165,-,Mitch Adcock, 0.6150 ,675,"1,098"
1990,166,-,Mike Sullivan, 0.6150 ,896,"1,458"
1990,167,-,Bob Gilder, 0.6110 ,891,"1,458"
1990,168,-,Tom Byrum, 0.6110 ,985,"1,613"
1990,169,-,P.H. Horgan III, 0.6100 ,927,"1,519"
1990,170,-,Pat McGowan, 0.6090 ,943,"1,548"
1990,171,-,Patrick Burke, 0.6080 ,580,954
1990,172,-,Bob Eastwood, 0.6070 ,940,"1,548"
1990,173,-,Willie Wood, 0.6060 ,763,"1,260"
1990,174,-,Mike Schuchart, 0.6050 ,741,"1,224"
1990,175,-,Stan Utley, 0.6050 ,"1,155","1,908"
1990,176,-,Steve Hart, 0.6020 ,732,"1,216"
1990,177,-,John Huston, 0.6000 ,853,"1,422"
1990,178,-,Lon Hinkle, 0.6000 ,723,"1,206"
1990,179,-,Jim Carter, 0.5980 ,958,"1,602"
1990,180,-,Greg Hickman, 0.5960 ,665,"1,116"
1990,181,-,Rick Todd, 0.5930 ,598,"1,008"
1990,182,-,Tom Pernice Jr., 0.5900 ,573,972
1990,183,-,Tom Eubank, 0.5890 ,625,"1,062"
1990,184,-,"Ray Barr, Jr.", 0.5880 ,637,"1,084"
1990,185,-,Raymond Floyd, 0.5870 ,571,972
1990,186,-,Morris Hatalsky, 0.5840 ,872,"1,494"
1990,187,-,Sean Murphy, 0.5800 ,616,"1,062"
1990,188,-,George Burns, 0.5770 ,966,"1,674"
1990,189,-,Dennis Harrington, 0.5770 ,779,"1,350"
1990,190,-,Dewey Arnette, 0.5760 ,663,"1,152"
1990,191,-,Andy North, 0.5670 ,663,"1,170"
1990,192,-,Jerry Pate, 0.5610 ,544,970
1991,1,20,Bruce Lietzke, 0.7330 ,937,"1,278"
1991,2,21,Hal Sutton, 0.7250 ,"1,318","1,818"
1991,3,29,John Cook, 0.7170 ,"1,188","1,656"
1991,4,30,Fuzzy Zoeller, 0.7170 ,723,"1,008"
1991,5,31,Steve Pate, 0.7120 ,"1,231","1,728"
1991,6,31,Tom Purtzer, 0.7120 ,"1,127","1,584"
1991,7,31,Dave Barr, 0.7110 ,"1,100","1,548"
1991,8,35,Russ Cochran, 0.7070 ,"1,254","1,773"
1991,9,35,David Peoples, 0.7070 ,"1,228","1,737"
1991,10,35,Dillard Pruitt, 0.7070 ,"1,081","1,530"
1991,11,35,Jim Hallet, 0.7060 ,"1,359","1,926"
1991,12,35,Rocco Mediate, 0.7040 ,"1,065","1,512"
1991,13,35,Dan Pohl, 0.7040 ,856,"1,216"
1991,14,36,Chip Beck, 0.7030 ,"1,164","1,656"
1991,15,36,David Edwards, 0.7010 ,"1,223","1,746"
1991,16,36,Scott Gump, 0.6980 ,"1,155","1,656"
1991,17,36,Tom Kite, 0.6960 ,"1,115","1,602"
1991,18,36,Fred Couples, 0.6960 ,"1,027","1,476"
1991,19,36,Scott Hoch, 0.6950 ,"1,439","2,070"
1991,20,36,Bart Bryant, 0.6940 ,"1,175","1,692"
1991,21,50,Jay Haas, 0.6940 ,"1,161","1,674"
1991,21,50,Larry Mize, 0.6940 ,"1,136","1,638"
1991,23,50,Blaine McCallister, 0.6930 ,"1,223","1,764"
1991,23,50,Joey Sindelar, 0.6930 ,"1,173","1,692"
1991,25,50,Gene Sauers, 0.6920 ,"1,034","1,494"
1991,26,50,Steve Jones, 0.6920 ,"1,133","1,638"
1991,27,51,Ronnie Black, 0.6910 ,945,"1,368"
1991,28,52,Dan Halldorson, 0.6890 ,"1,067","1,548"
1991,29,52,Nick Price, 0.6890 ,"1,029","1,494"
1991,30,52,Tom Watson, 0.6890 ,632,918
1991,31,52,Marco Dawson, 0.6880 ,"1,015","1,476"
1991,32,52,Ted Schulz, 0.6870 ,"1,224","1,782"
1991,33,52,Peter Jacobsen, 0.6870 ,890,"1,296"
1991,34,52,Kenny Perry, 0.6860 ,975,"1,422"
1991,35,52,Brad Fabel, 0.6850 ,"1,147","1,674"
1991,35,52,Mike Springer, 0.6850 ,"1,110","1,620"
1991,37,54,John Mahaffey, 0.6850 ,863,"1,260"
1991,38,54,Steve Elkington, 0.6840 ,"1,121","1,638"
1991,38,54,Richard Zokol, 0.6840 ,850,"1,242"
1991,40,54,Gil Morgan, 0.6840 ,"1,010","1,476"
1991,41,54,Mark O'Meara, 0.6840 ,997,"1,458"
1991,41,54,Loren Roberts, 0.6840 ,"1,317","1,926"
1991,43,54,Clark Burroughs, 0.6830 ,664,972
1991,44,54,Mike Hulbert, 0.6820 ,"1,351","1,980"
1991,45,54,Wayne Levi, 0.6820 ,921,"1,350"
1991,46,54,Mike Sullivan, 0.6820 ,"1,080","1,584"
1991,46,54,Howard Twitty, 0.6820 ,"1,258","1,845"
1991,48,54,Bill Britton, 0.6820 ,"1,178","1,728"
1991,49,54,Lennie Clements, 0.6820 ,638,936
1991,50,54,D.A. Weibring, 0.6810 ,"1,042","1,530"
1991,51,54,Jeff Maggert, 0.6810 ,"1,103","1,620"
1991,52,54,Mark McCumber, 0.6810 ,968,"1,422"
1991,53,57,Bob Tway, 0.6800 ,930,"1,368"
1991,54,57,Paul Azinger, 0.6800 ,929,"1,367"
1991,55,57,Billy Mayfair, 0.6790 ,"1,295","1,908"
1991,55,57,Kirk Triplett, 0.6790 ,"1,124","1,656"
1991,57,57,Mike Smith, 0.6790 ,"1,246","1,836"
1991,58,57,Curt Byrum, 0.6780 ,"1,184","1,746"
1991,58,57,Ed Humenik, 0.6780 ,"1,123","1,656"
1991,60,57,Fulton Allem, 0.6780 ,812,"1,198"
1991,60,57,Tom Sieckmann, 0.6780 ,"1,037","1,530"
1991,62,57,Ed Dougherty, 0.6770 ,"1,389","2,052"
1991,62,57,Scott Simpson, 0.6770 ,792,"1,170"
1991,64,57,Tim Simpson, 0.6770 ,"1,011","1,494"
1991,65,57,Leonard Thompson, 0.6760 ,974,"1,440"
1991,66,57,Ken Green, 0.6760 ,"1,132","1,674"
1991,67,57,Buddy Gardner, 0.6760 ,"1,290","1,908"
1991,68,58,Emlyn Aubrey, 0.6750 ,"1,276","1,890"
1991,68,58,Lanny Wadkins, 0.6750 ,"1,045","1,548"
1991,70,58,Duffy Waldorf, 0.6750 ,"1,166","1,728"
1991,71,59,John Adams, 0.6750 ,"1,117","1,656"
1991,71,59,Greg Bruckner, 0.6750 ,"1,202","1,782"
1991,73,59,Mark Lye, 0.6740 ,"1,104","1,638"
1991,74,59,Ed Fiori, 0.6740 ,"1,213","1,800"
1991,75,60,Jeff Sluman, 0.6740 ,"1,322","1,962"
1991,76,60,Robert Wrenn, 0.6740 ,"1,079","1,602"
1991,77,60,Jay Don Blake, 0.6730 ,"1,212","1,800"
1991,77,60,Andrew Magee, 0.6730 ,"1,115","1,656"
1991,79,60,Keith Clearwater, 0.6730 ,"1,260","1,872"
1991,80,60,Doug Tewell, 0.6720 ,823,"1,224"
1991,81,60,Dan Forsman, 0.6720 ,"1,065","1,584"
1991,82,60,Jim Thorpe, 0.6720 ,979,"1,458"
1991,83,60,Curtis Strange, 0.6710 ,797,"1,188"
1991,84,60,Corey Pavin, 0.6710 ,"1,195","1,782"
1991,84,60,Payne Stewart, 0.6710 ,857,"1,278"
1991,86,60,"Jim Gallagher, Jr.", 0.6700 ,"1,351","2,016"
1991,87,60,Craig Stadler, 0.6690 ,843,"1,260"
1991,88,60,Neal Lancaster, 0.6690 ,"1,324","1,980"
1991,89,60,Joel Edwards, 0.6690 ,"1,035","1,548"
1991,90,60,Billy Ray Brown, 0.6680 ,"1,130","1,692"
1991,91,60,Trevor Dodds, 0.6670 ,"1,032","1,548"
1991,92,84,Barry Cheesman, 0.6660 ,815,"1,224"
1991,93,84,Jodie Mudd, 0.6660 ,719,"1,080"
1991,94,84,Bob Lohr, 0.6650 ,970,"1,458"
1991,95,84,John Huston, 0.6650 ,"1,161","1,746"
1991,96,84,Brad Bryant, 0.6650 ,909,"1,368"
1991,97,84,Peter Persons, 0.6640 ,"1,243","1,872"
1991,98,84,Davis Love III, 0.6640 ,"1,183","1,782"
1991,99,84,Jerry Haas, 0.6630 ,"1,170","1,764"
1991,100,85,Jay Delsing, 0.6630 ,"1,109","1,674"
1991,101,85,Greg Ladehoff, 0.6620 ,858,"1,296"
1991,102,86,Mike Reid, 0.6620 ,822,"1,242"
1991,103,86,Bobby Wadkins, 0.6620 ,"1,229","1,858"
1991,104,86,Donnie Hammond, 0.6610 ,898,"1,358"
1991,104,86,Chris Perry, 0.6610 ,"1,226","1,854"
1991,106,87,Bob Estes, 0.6610 ,"1,190","1,800"
1991,107,87,Robert Gamez, 0.6610 ,940,"1,422"
1991,108,87,Greg Whisman, 0.6590 ,997,"1,512"
1991,109,87,Ian Baker-Finch, 0.6590 ,890,"1,350"
1991,110,87,Gary Hallberg, 0.6590 ,"1,014","1,539"
1991,111,88,Andy Bean, 0.6580 ,865,"1,314"
1991,111,88,Raymond Floyd, 0.6580 ,711,"1,080"
1991,113,89,Tommy Armour III, 0.6570 ,"1,035","1,576"
1991,113,89,Nolan Henke, 0.6570 ,"1,123","1,710"
1991,115,89,Billy Andrade, 0.6560 ,"1,169","1,782"
1991,116,89,Fred Funk, 0.6550 ,"1,144","1,746"
1991,117,89,Brad Faxon, 0.6550 ,"1,155","1,764"
1991,118,89,Mike Standly, 0.6550 ,"1,037","1,584"
