Year,Rank,SpacerDA,Player, FairwayRate ,FairwaysHit,FairwaysPossible
2017,10,-,Søren Kjeldsen, 0.6920 ,472,682
2017,11,-,Jim Herman, 0.6900 ,724,"1,049"
2017,12,-,Ken Duke, 0.6860 ,680,991
2017,13,-,Kyle Stanley, 0.6860 ,957,"1,396"
2017,14,-,Vaughn Taylor, 0.6830 ,805,"1,179"
2017,15,-,Steve Wheatcroft, 0.6820 ,447,655
2017,16,-,Ben Crane, 0.6800 ,749,"1,102"
2017,17,-,Ryan Moore, 0.6790 ,751,"1,106"
2017,18,-,Spencer Levin, 0.6780 ,805,"1,187"
2017,19,-,Kevin Kisner, 0.6780 ,929,"1,371"
2017,20,-,Russell Knox, 0.6760 ,664,982
2017,21,-,Steven Alker, 0.6750 ,595,881
2017,22,-,Zach Johnson, 0.6750 ,728,"1,078"
2017,23,-,Chad Campbell, 0.6720 ,910,"1,354"
2017,24,-,Alex Cejka, 0.6720 ,721,"1,073"
2017,25,-,Keegan Bradley, 0.6680 ,951,"1,424"
2017,26,-,David Hearn, 0.6680 ,791,"1,185"
2017,27,-,Roberto Castro, 0.6640 ,631,951
2017,28,-,Webb Simpson, 0.6630 ,915,"1,381"
2017,29,-,K.J. Choi, 0.6620 ,610,921
2017,30,-,Kevin Streelman, 0.6600 ,810,"1,227"
2017,31,-,Matt Kuchar, 0.6590 ,846,"1,283"
2017,32,-,Richy Werenski, 0.6590 ,681,"1,033"
2017,33,-,Shane Lowry, 0.6580 ,451,685
2017,34,-,D.A. Points, 0.6580 ,626,951
2017,35,-,Chris Stroud, 0.6570 ,542,825
2017,36,-,Tim Wilkinson, 0.6570 ,530,807
2017,37,-,Martin Laird, 0.6570 ,761,"1,159"
2017,38,-,Brian Gay, 0.6550 ,713,"1,089"
2017,39,-,Emiliano Grillo, 0.6540 ,797,"1,218"
2017,40,-,Lucas Glover, 0.6540 ,821,"1,256"
2017,41,-,Kyle Reifers, 0.6520 ,800,"1,228"
2017,42,-,J.J. Spaun, 0.6510 ,782,"1,201"
2017,43,-,Rory Sabbatini, 0.6490 ,590,909
2017,44,-,Rick Lamb, 0.6480 ,453,699
2017,45,-,Sam Saunders, 0.6470 ,632,977
2017,46,-,Brett Stegmaier, 0.6470 ,686,"1,061"
2017,47,-,Jonathan Randolph, 0.6430 ,566,881
2017,48,-,C.T. Pan, 0.6420 ,771,"1,201"
2017,49,-,Paul Casey, 0.6410 ,808,"1,260"
2017,50,-,John Huh, 0.6410 ,787,"1,228"
2017,51,-,Chris Kirk, 0.6390 ,741,"1,159"
2017,52,-,Rickie Fowler, 0.6390 ,680,"1,064"
2017,53,-,Scott Brown, 0.6390 ,812,"1,271"
2017,54,-,Jason Dufner, 0.6380 ,732,"1,148"
2017,55,-,Graham DeLaet, 0.6370 ,675,"1,060"
2017,56,-,Jason Bohn, 0.6370 ,631,991
2017,56,-,David Lingmerth, 0.6370 ,666,"1,046"
2017,56,-,Ben Martin, 0.6370 ,701,"1,101"
2017,56,-,Daniel Summerhays, 0.6370 ,836,"1,313"
2017,60,-,Russell Henley, 0.6370 ,862,"1,354"
2017,61,-,Miguel Angel Carballo, 0.6360 ,507,797
2017,62,-,Brandt Snedeker, 0.6360 ,447,703
2017,63,-,Hunter Mahan, 0.6340 ,627,989
2017,64,-,Julián Etulain, 0.6330 ,558,881
2017,65,-,Adam Hadwin, 0.6320 ,864,"1,367"
2017,66,-,Johnson Wagner, 0.6320 ,556,880
2017,67,-,James Hahn, 0.6310 ,848,"1,343"
2017,68,-,Peter Malnati, 0.6310 ,749,"1,187"
2017,69,-,Brendan Steele, 0.6290 ,742,"1,180"
2017,70,-,Brian Harman, 0.6280 ,878,"1,398"
2017,71,-,Danny Lee, 0.6270 ,779,"1,242"
2017,72,-,Geoff Ogilvy, 0.6260 ,629,"1,005"
2017,73,-,J.J. Henry, 0.6260 ,751,"1,200"
2017,74,-,Ian Poulter, 0.6260 ,593,948
2017,75,-,Sergio Garcia, 0.6230 ,541,868
2017,76,-,Pat Perez, 0.6200 ,783,"1,263"
2017,77,-,Fabián Gómez, 0.6180 ,513,830
2017,78,-,Michael Thompson, 0.6170 ,482,781
2017,79,-,Nick Taylor, 0.6170 ,817,"1,325"
2017,80,-,Blayne Barber, 0.6160 ,610,990
2017,81,-,Patrick Cantlay, 0.6150 ,410,667
2017,82,-,Rafa Cabrera Bello, 0.6140 ,516,840
2017,83,-,Louis Oosthuizen, 0.6130 ,532,868
2017,84,-,Kevin Na, 0.6130 ,702,"1,146"
2017,85,-,Troy Merritt, 0.6100 ,647,"1,061"
2017,86,-,Ryan Blaum, 0.6090 ,816,"1,339"
2017,87,-,Rod Pampling, 0.6080 ,604,993
2017,88,-,Brett Drewitt, 0.6070 ,450,741
2017,89,-,Sean O'Hair, 0.6060 ,711,"1,173"
2017,90,-,Billy Hurley III, 0.6060 ,679,"1,121"
2017,91,-,Shawn Stefani, 0.6050 ,575,950
2017,92,-,Mark Hubbard, 0.6040 ,624,"1,033"
2017,93,-,Morgan Hoffmann, 0.6040 ,741,"1,227"
2017,94,-,Hudson Swafford, 0.6030 ,757,"1,256"
2017,95,-,Cameron Percy, 0.6020 ,547,909
2017,96,-,Jonas Blixt, 0.6010 ,586,975
2017,96,-,Bud Cauley, 0.6010 ,738,"1,228"
2017,98,-,Billy Horschel, 0.6010 ,722,"1,202"
2017,99,-,Kelly Kraft, 0.6010 ,594,989
2017,100,-,Daniel Berger, 0.6000 ,724,"1,206"
2017,101,-,Jordan Spieth, 0.6000 ,657,"1,095"
2017,102,-,Mark Anderson, 0.6000 ,436,727
2017,103,-,Anirban Lahiri, 0.5980 ,603,"1,008"
2017,104,-,Greg Chalmers, 0.5980 ,595,995
2017,105,-,Tyrone Van Aswegen, 0.5980 ,809,"1,353"
2017,106,-,Michael Kim, 0.5970 ,750,"1,256"
2017,107,-,Scott Piercy, 0.5970 ,558,935
2017,108,-,Sung Kang, 0.5970 ,850,"1,425"
2017,109,-,Mackenzie Hughes, 0.5960 ,870,"1,459"
2017,110,-,Harold Varner III, 0.5960 ,825,"1,384"
2017,111,-,Robert Garrigus, 0.5950 ,597,"1,003"
2017,112,-,Bubba Watson, 0.5950 ,526,884
2017,113,-,J.T. Poston, 0.5940 ,721,"1,213"
2017,114,-,Jason Kokrak, 0.5930 ,786,"1,325"
2017,115,-,Chad Collins, 0.5930 ,513,865
2017,115,-,Gary Woodland, 0.5930 ,736,"1,241"
2017,117,-,Bill Haas, 0.5930 ,703,"1,186"
2017,118,-,Xander Schauffele, 0.5880 ,757,"1,287"
2017,119,-,Kevin Chappell, 0.5880 ,740,"1,259"
2017,120,-,Jon Rahm, 0.5870 ,681,"1,161"
2017,121,-,Hideki Matsuyama, 0.5860 ,626,"1,068"
2017,122,-,Charley Hoffman, 0.5860 ,886,"1,513"
2017,123,-,Branden Grace, 0.5850 ,518,886
2017,124,-,Bryson DeChambeau, 0.5830 ,724,"1,241"
2017,125,-,Justin Rose, 0.5830 ,522,895
2017,126,-,Brian Campbell, 0.5820 ,415,713
2017,127,-,Tag Ridings, 0.5820 ,480,825
2017,128,-,Cameron Tringale, 0.5820 ,674,"1,159"
2017,129,-,Marc Leishman, 0.5790 ,730,"1,260"
2017,130,-,Wesley Bryan, 0.5790 ,735,"1,270"
2017,131,-,Retief Goosen, 0.5780 ,371,642
2017,132,-,Ryan Palmer, 0.5780 ,428,741
2017,133,-,Jhonattan Vegas, 0.5770 ,729,"1,264"
2017,134,-,Bryce Molder, 0.5760 ,595,"1,033"
2017,135,-,Robert Streb, 0.5760 ,756,"1,313"
2017,136,-,Tony Finau, 0.5750 ,837,"1,455"
2017,137,-,Jamie Lovemark, 0.5740 ,769,"1,340"
2017,138,-,Patrick Reed, 0.5720 ,800,"1,399"
2017,139,-,Byeong Hun An, 0.5720 ,574,"1,004"
2017,140,-,Matt Jones, 0.5710 ,447,783
2017,141,-,Scott Stallings, 0.5700 ,612,"1,073"
2017,142,-,Si Woo Kim, 0.5700 ,600,"1,052"
2017,143,-,Dustin Johnson, 0.5700 ,560,983
2017,144,-,Adam Scott, 0.5670 ,460,812
2017,145,-,Jimmy Walker, 0.5660 ,485,857
2017,146,-,Dominic Bozzelli, 0.5660 ,512,905
2017,147,-,Luke Donald, 0.5650 ,378,669
2017,148,-,Brad Fritsch, 0.5640 ,410,727
2017,149,-,Cameron Smith, 0.5630 ,643,"1,143"
2017,150,-,Ernie Els, 0.5620 ,408,726
2017,151,-,Nicholas Lindheim, 0.5620 ,440,783
2017,152,-,Grayson Murray, 0.5600 ,704,"1,257"
2017,153,-,Tom Hoge, 0.5600 ,360,643
2017,154,-,Brooks Koepka, 0.5580 ,625,"1,120"
2017,155,-,Andres Gonzales, 0.5580 ,538,965
2017,156,-,Nick Watney, 0.5570 ,535,961
2017,157,-,Luke List, 0.5560 ,761,"1,368"
2017,158,-,Derek Fathauer, 0.5550 ,581,"1,047"
2017,159,-,Whee Kim, 0.5540 ,557,"1,006"
2017,160,-,Stewart Cink, 0.5510 ,715,"1,297"
2017,161,-,Rory McIlroy, 0.5510 ,370,672
2017,162,-,Phil Mickelson, 0.5510 ,616,"1,119"
2017,162,-,Justin Thomas, 0.5510 ,610,"1,108"
2017,164,-,Smylie Kaufman, 0.5480 ,543,991
2017,165,-,Cody Gribble, 0.5480 ,591,"1,079"
2017,166,-,Charles Howell III, 0.5470 ,626,"1,144"
2017,167,-,Trey Mullinax, 0.5460 ,625,"1,145"
2017,168,-,Sebastián Muñoz, 0.5450 ,373,685
2017,169,-,Camilo Villegas, 0.5440 ,548,"1,008"
2017,170,-,Ricky Barnes, 0.5430 ,698,"1,285"
2017,171,-,Charl Schwartzel, 0.5430 ,454,836
2017,172,-,Jason Day, 0.5390 ,500,927
2017,173,-,Seamus Power, 0.5330 ,594,"1,115"
2017,174,-,Gonzalo Fernandez-Castaño, 0.5330 ,417,783
2017,175,-,S.Y. Noh, 0.5310 ,645,"1,215"
2017,176,-,Patrick Rodgers, 0.5290 ,547,"1,034"
2017,177,-,Martin Flores, 0.5280 ,597,"1,131"
2017,178,-,Patton Kizzire, 0.5250 ,558,"1,062"
2017,179,-,Kevin Tway, 0.5250 ,646,"1,231"
2017,180,-,Brandon Hagy, 0.5250 ,565,"1,077"
2017,181,-,Aaron Baddeley, 0.5230 ,418,800
2017,182,-,Carl Pettersson, 0.5190 ,428,824
2017,183,-,Ryo Ishikawa, 0.5190 ,405,780
2017,184,-,Ryan Brehm, 0.5190 ,559,"1,077"
2017,185,-,Ollie Schniederjans, 0.5190 ,631,"1,216"
2017,186,-,Harris English, 0.5140 ,545,"1,060"
2017,187,-,J.B. Holmes, 0.5130 ,545,"1,063"
2017,188,-,Matt Every, 0.4840 ,473,977
2017,189,-,Andrew Loupe, 0.4590 ,333,725
2017,190,-,Steven Bowditch, 0.4540 ,348,767
2018,1,-,Henrik Stenson, 0.7520 ,591,786
2018,2,-,Ryan Armour, 0.7360 ,"1,103","1,499"
2018,3,-,Chez Reavie, 0.7220 ,869,"1,203"
2018,4,-,Ryan Moore, 0.7190 ,787,"1,094"
2018,5,-,Brian Stuard, 0.7140 ,968,"1,355"
2018,6,-,Brian Gay, 0.7140 ,"1,007","1,411"
2018,7,-,Kyle Stanley, 0.7130 ,884,"1,240"
2018,8,-,Emiliano Grillo, 0.7020 ,905,"1,290"
2018,9,-,Russell Henley, 0.7000 ,729,"1,041"
2018,10,-,Jim Furyk, 0.6990 ,467,668
2018,11,-,Steve Wheatcroft, 0.6980 ,566,811
2018,12,-,Kevin Streelman, 0.6910 ,888,"1,285"
2018,13,-,C.T. Pan, 0.6900 ,945,"1,370"
2018,14,-,David Lingmerth, 0.6890 ,750,"1,088"
2018,15,-,Keegan Bradley, 0.6790 ,884,"1,302"
2018,16,-,Rafa Cabrera Bello, 0.6790 ,667,983
2018,17,-,Billy Horschel, 0.6780 ,779,"1,149"
2018,18,-,Russell Knox, 0.6770 ,851,"1,257"
2018,19,-,Ben Crane, 0.6750 ,557,825
2018,20,-,Vaughn Taylor, 0.6750 ,746,"1,105"
2018,21,-,Brian Harman, 0.6710 ,850,"1,266"
2018,22,-,Sam Ryder, 0.6690 ,746,"1,115"
2018,23,-,"Ted Potter, Jr.", 0.6680 ,812,"1,215"
2018,24,-,Austin Cook, 0.6680 ,"1,002","1,501"
2018,25,-,Tyler Duncan, 0.6670 ,867,"1,299"
2018,26,-,David Hearn, 0.6660 ,559,839
2018,27,-,Alex Cejka, 0.6650 ,639,961
2018,28,-,Ian Poulter, 0.6640 ,595,896
2018,29,-,Joel Dahmen, 0.6640 ,789,"1,189"
2018,30,-,Kevin Kisner, 0.6630 ,729,"1,099"
2018,31,-,J.J. Henry, 0.6620 ,692,"1,045"
2018,32,-,J.J. Spaun, 0.6620 ,732,"1,106"
2018,33,-,Justin Rose, 0.6600 ,610,924
2018,34,-,Kelly Kraft, 0.6580 ,846,"1,285"
2018,35,-,Conrad Shindler, 0.6580 ,515,783
2018,36,-,Scott Piercy, 0.6570 ,735,"1,119"
2018,37,-,Adam Hadwin, 0.6560 ,820,"1,250"
2018,38,-,Ben Silverman, 0.6560 ,769,"1,173"
2018,39,-,Satoshi Kodaira, 0.6550 ,443,676
2018,40,-,Rickie Fowler, 0.6530 ,682,"1,044"
2018,40,-,Xinjun Zhang, 0.6530 ,684,"1,047"
2018,42,-,Kiradech Aphibarnrat, 0.6510 ,422,648
2018,43,-,Pat Perez, 0.6510 ,688,"1,057"
2018,44,-,Lucas Glover, 0.6510 ,553,850
2018,44,-,Richy Werenski, 0.6510 ,836,"1,285"
2018,46,-,Hunter Mahan, 0.6500 ,573,881
2018,46,-,Francesco Molinari, 0.6500 ,640,984
2018,48,-,Fabián Gómez, 0.6500 ,761,"1,171"
2018,49,-,Tommy Fleetwood, 0.6500 ,603,928
2018,50,-,Graeme McDowell, 0.6490 ,533,821
2018,51,-,Louis Oosthuizen, 0.6480 ,490,756
2018,52,-,Chad Campbell, 0.6470 ,713,"1,102"
2018,53,-,Blayne Barber, 0.6470 ,604,934
2018,54,-,Michael Thompson, 0.6470 ,525,812
2018,55,-,Chris Kirk, 0.6460 ,956,"1,479"
2018,56,-,Daniel Berger, 0.6460 ,691,"1,070"
2018,57,-,Hudson Swafford, 0.6460 ,607,940
2018,58,-,Bronson Burgoon, 0.6450 ,624,967
2018,59,-,Brice Garnett, 0.6450 ,854,"1,325"
2018,60,-,Ryan Blaum, 0.6430 ,699,"1,087"
2018,61,-,Johnson Wagner, 0.6430 ,620,965
2018,62,-,Kevin Na, 0.6410 ,774,"1,207"
2018,63,-,Zach Johnson, 0.6390 ,778,"1,218"
2018,64,-,John Huh, 0.6380 ,803,"1,258"
2018,65,-,James Hahn, 0.6370 ,731,"1,147"
2018,66,-,Rod Pampling, 0.6370 ,514,807
2018,66,-,Gary Woodland, 0.6370 ,812,"1,275"
2018,68,-,Cameron Percy, 0.6370 ,445,699
2018,69,-,Abraham Ancer, 0.6360 ,854,"1,342"
2018,70,-,Ben Martin, 0.6350 ,566,891
2018,71,-,Branden Grace, 0.6350 ,567,893
2018,72,-,Denny McCarthy, 0.6350 ,559,881
2018,73,-,Aaron Wise, 0.6330 ,777,"1,227"
2018,74,-,Jason Dufner, 0.6330 ,571,902
2018,75,-,Matt Kuchar, 0.6330 ,708,"1,119"
2018,76,-,Martin Laird, 0.6320 ,574,908
2018,77,-,Roberto Díaz, 0.6320 ,601,951
2018,78,-,Paul Casey, 0.6310 ,627,993
2018,79,-,Corey Conners, 0.6300 ,817,"1,297"
2018,79,-,Kyle Thompson, 0.6300 ,405,643
2018,81,-,Troy Merritt, 0.6290 ,747,"1,187"
2018,82,-,Andrew Landry, 0.6290 ,706,"1,122"
2018,83,-,Hideki Matsuyama, 0.6280 ,637,"1,014"
2018,84,-,Brandt Snedeker, 0.6280 ,719,"1,145"
2018,85,-,Zac Blair, 0.6280 ,509,811
2018,86,-,Danny Lee, 0.6270 ,753,"1,202"
2018,87,-,Charles Howell III, 0.6260 ,875,"1,398"
2018,88,-,Adam Scott, 0.6250 ,682,"1,091"
2018,89,-,Tom Hoge, 0.6240 ,811,"1,299"
2018,90,-,Webb Simpson, 0.6230 ,803,"1,288"
2018,91,-,Chris Stroud, 0.6220 ,638,"1,025"
2018,92,-,Bryson DeChambeau, 0.6220 ,814,"1,308"
2018,93,-,Jonathan Randolph, 0.6220 ,564,907
2018,94,-,Rory Sabbatini, 0.6210 ,770,"1,241"
2018,95,-,Scott Brown, 0.6200 ,848,"1,367"
2018,96,-,Tyrrell Hatton, 0.6180 ,470,760
2018,97,-,Alex Noren, 0.6170 ,521,844
2018,98,-,Patrick Cantlay, 0.6160 ,694,"1,127"
2018,99,-,Jordan Spieth, 0.6160 ,658,"1,069"
2018,100,-,J.T. Poston, 0.6150 ,611,993
2018,101,-,Kevin Chappell, 0.6130 ,639,"1,043"
2018,102,-,Shane Lowry, 0.6120 ,478,781
2018,103,-,Patrick Rodgers, 0.6110 ,793,"1,297"
2018,104,-,Whee Kim, 0.6110 ,759,"1,242"
2018,105,-,Nick Taylor, 0.6090 ,766,"1,257"
2018,106,-,Bud Cauley, 0.6080 ,450,740
2018,107,-,Si Woo Kim, 0.6070 ,886,"1,460"
2018,108,-,Nate Lashley, 0.6060 ,398,657
2018,109,-,Beau Hossler, 0.6050 ,881,"1,457"
2018,109,-,D.A. Points, 0.6050 ,517,855
2018,109,-,Brendan Steele, 0.6050 ,572,946
2018,112,-,Nicholas Lindheim, 0.6040 ,582,963
2018,113,-,Andrew Putnam, 0.6040 ,751,"1,243"
2018,114,-,Jonas Blixt, 0.6030 ,518,859
2018,115,-,Ethan Tracy, 0.6030 ,573,951
2018,116,-,Byeong Hun An, 0.6020 ,709,"1,178"
2018,117,-,Marc Leishman, 0.6020 ,763,"1,268"
2018,118,-,Sam Saunders, 0.6010 ,620,"1,031"
2018,119,-,Anirban Lahiri, 0.6010 ,691,"1,150"
2018,119,-,Sean O'Hair, 0.6010 ,527,877
2018,121,-,Chesson Hadley, 0.6010 ,832,"1,385"
2018,122,-,Mackenzie Hughes, 0.6000 ,637,"1,061"
2018,123,-,William McGirt, 0.5990 ,651,"1,087"
2018,124,-,Xander Schauffele, 0.5980 ,783,"1,310"
2018,125,-,Dustin Johnson, 0.5950 ,619,"1,041"
2018,126,-,Matt Jones, 0.5940 ,516,869
2018,127,-,Tiger Woods, 0.5940 ,565,952
2018,128,-,Billy Hurley III, 0.5920 ,529,893
2018,129,-,Jon Rahm, 0.5920 ,550,929
2018,130,-,Ryan Palmer, 0.5910 ,519,878
2018,131,-,Harold Varner III, 0.5900 ,733,"1,242"
2018,132,-,Harris English, 0.5900 ,643,"1,090"
2018,133,-,Greg Chalmers, 0.5890 ,427,725
2018,134,-,Stephan Jaeger, 0.5880 ,614,"1,045"
2018,135,-,Jonathan Byrd, 0.5860 ,508,867
2018,135,-,Keith Mitchell, 0.5860 ,795,"1,357"
2018,137,-,Martin Piller, 0.5850 ,629,"1,075"
2018,138,-,Justin Thomas, 0.5840 ,674,"1,154"
2018,139,-,Brett Stegmaier, 0.5840 ,498,853
2018,140,-,Charley Hoffman, 0.5830 ,654,"1,121"
2018,141,-,Jason Day, 0.5830 ,557,955
2018,142,-,Bubba Watson, 0.5830 ,645,"1,107"
2018,143,-,Jason Kokrak, 0.5810 ,803,"1,383"
2018,144,-,Jhonattan Vegas, 0.5790 ,725,"1,252"
2018,145,-,Adam Schenk, 0.5770 ,643,"1,115"
2018,146,-,Stewart Cink, 0.5760 ,701,"1,217"
2018,147,-,Matt Atkins, 0.5750 ,418,727
2018,148,-,Talor Gooch, 0.5730 ,576,"1,005"
2018,149,-,Bill Haas, 0.5730 ,591,"1,032"
2018,150,-,J.B. Holmes, 0.5710 ,597,"1,045"
2018,151,-,Cameron Smith, 0.5700 ,625,"1,096"
2018,152,-,Tyrone Van Aswegen, 0.5700 ,739,"1,297"
2018,153,-,Jamie Lovemark, 0.5690 ,699,"1,228"
2018,154,-,Peter Malnati, 0.5690 ,659,"1,159"
2018,155,-,Brooks Koepka, 0.5690 ,498,876
2018,156,-,Sung Kang, 0.5670 ,675,"1,190"
2018,157,-,Scott Stallings, 0.5660 ,710,"1,255"
2018,158,-,Shawn Stefani, 0.5650 ,585,"1,035"
2018,159,-,Robert Garrigus, 0.5640 ,597,"1,059"
2018,160,-,Nick Watney, 0.5630 ,707,"1,255"
2018,161,-,Rob Oppenheim, 0.5630 ,535,951
2018,162,-,Grayson Murray, 0.5600 ,565,"1,009"
2018,163,-,Rory McIlroy, 0.5580 ,477,855
2018,164,-,Dominic Bozzelli, 0.5570 ,504,905
2018,165,-,Patton Kizzire, 0.5560 ,696,"1,252"
2018,166,-,Matt Every, 0.5550 ,580,"1,045"
2018,167,-,Cody Gribble, 0.5550 ,504,909
2018,168,-,Wesley Bryan, 0.5540 ,522,942
2018,169,-,Lanto Griffin, 0.5530 ,572,"1,035"
2018,170,-,Retief Goosen, 0.5520 ,402,728
2018,171,-,Seamus Power, 0.5520 ,601,"1,089"
2018,171,-,Charl Schwartzel, 0.5520 ,447,810
2018,173,-,Patrick Reed, 0.5510 ,663,"1,203"
2018,174,-,Tony Finau, 0.5510 ,757,"1,374"
2018,175,-,Trey Mullinax, 0.5490 ,528,961
2018,176,-,Martin Flores, 0.5490 ,659,"1,200"
2018,177,-,Michael Kim, 0.5490 ,539,982
2018,178,-,Brandon Harkins, 0.5480 ,727,"1,327"
2018,179,-,Zecheng Dou, 0.5480 ,374,683
2018,180,-,Tom Lovelady, 0.5470 ,619,"1,131"
2018,181,-,Daniel Summerhays, 0.5470 ,344,629
2018,182,-,Luke List, 0.5470 ,727,"1,330"
2018,183,-,Robert Streb, 0.5410 ,559,"1,033"
2018,184,-,Andrew Yun, 0.5360 ,337,629
2018,185,-,Jimmy Walker, 0.5350 ,575,"1,075"
2018,186,-,Aaron Baddeley, 0.5330 ,579,"1,087"
2018,186,-,Derek Fathauer, 0.5330 ,595,"1,117"
2018,188,-,Peter Uihlein, 0.5290 ,579,"1,094"
2018,189,-,Phil Mickelson, 0.5290 ,646,"1,221"
2018,190,-,Kevin Tway, 0.5260 ,765,"1,454"
2018,191,-,Ollie Schniederjans, 0.5220 ,634,"1,214"
2018,192,-,Cameron Tringale, 0.5200 ,458,881
2018,193,-,Ricky Barnes, 0.4720 ,389,825
2019,1,-,Chez Reavie, 0.7570 ,973,"1,285"
2019,2,-,Ryan Moore, 0.7550 ,781,"1,034"
2019,3,-,Jim Furyk, 0.7450 ,705,947
2019,4,-,Ryan Armour, 0.7380 ,947,"1,283"
2019,5,-,Henrik Stenson, 0.7210 ,502,696
2019,6,-,Andrew Landry, 0.7170 ,743,"1,036"
2019,7,-,Brice Garnett, 0.7150 ,851,"1,191"
2019,8,-,Brian Stuard, 0.7110 ,932,"1,311"
2019,9,-,Austin Cook, 0.7030 ,626,891
2019,10,-,Abraham Ancer, 0.7020 ,865,"1,232"
2019,11,-,Brian Gay, 0.7020 ,871,"1,241"
2019,12,-,Jim Herman, 0.7020 ,470,670
2019,13,-,David Hearn, 0.6990 ,458,655
2019,14,-,Tyler Duncan, 0.6960 ,807,"1,159"
2019,15,-,Kevin Kisner, 0.6940 ,832,"1,199"
2019,16,-,Russell Henley, 0.6930 ,676,975
2019,17,-,Kramer Hickok, 0.6930 ,743,"1,073"
2019,18,-,Michael Thompson, 0.6910 ,685,991
2019,19,-,Kyle Stanley, 0.6910 ,735,"1,064"
2019,20,-,Vaughn Taylor, 0.6900 ,876,"1,269"
2019,21,-,Scott Langley, 0.6900 ,713,"1,033"
2019,22,-,Brendan Steele, 0.6870 ,595,866
2019,23,-,Kyle Jones, 0.6860 ,632,921
2019,24,-,Joel Dahmen, 0.6850 ,918,"1,340"
2019,25,-,Fabián Gómez, 0.6820 ,591,867
2019,25,-,Brian Harman, 0.6820 ,848,"1,244"
2019,27,-,Emiliano Grillo, 0.6810 ,744,"1,092"
2019,28,-,Kevin Streelman, 0.6800 ,769,"1,131"
2019,29,-,Ben Silverman, 0.6800 ,645,949
2019,30,-,Roberto Díaz, 0.6790 ,614,905
2019,31,-,Jason Dufner, 0.6780 ,682,"1,006"
2019,32,-,Adam Hadwin, 0.6780 ,776,"1,145"
2019,33,-,Paul Casey, 0.6770 ,710,"1,049"
2019,34,-,Satoshi Kodaira, 0.6760 ,606,896
2019,35,-,Scott Piercy, 0.6760 ,816,"1,207"
2019,36,-,Roberto Castro, 0.6750 ,677,"1,003"
2019,37,-,Brady Schnell, 0.6750 ,481,713
2019,38,-,Matt Kuchar, 0.6740 ,757,"1,123"
2019,39,-,Alex Cejka, 0.6720 ,467,695
2019,40,-,Johnson Wagner, 0.6710 ,544,811
2019,41,-,Louis Oosthuizen, 0.6690 ,597,892
2019,42,-,Corey Conners, 0.6690 ,805,"1,203"
2019,42,-,Rory Sabbatini, 0.6690 ,868,"1,297"
2019,44,-,Webb Simpson, 0.6680 ,731,"1,094"
2019,45,-,Zach Johnson, 0.6660 ,594,892
2019,46,-,Adam Long, 0.6650 ,707,"1,063"
2019,47,-,Bronson Burgoon, 0.6650 ,512,770
2019,48,-,Francesco Molinari, 0.6650 ,505,760
2019,49,-,Troy Merritt, 0.6640 ,570,858
2019,50,-,Keegan Bradley, 0.6640 ,763,"1,150"
2019,51,-,Lucas Glover, 0.6610 ,830,"1,255"
2019,52,-,Matt Fitzpatrick, 0.6610 ,471,713
2019,53,-,K.H. Lee, 0.6600 ,775,"1,174"
2019,54,-,Wes Roach, 0.6600 ,581,881
2019,55,-,Russell Knox, 0.6590 ,661,"1,003"
2019,56,-,Denny McCarthy, 0.6580 ,744,"1,130"
2019,57,-,Hank Lebioda, 0.6560 ,640,975
2019,58,-,Hunter Mahan, 0.6560 ,540,823
2019,59,-,Daniel Berger, 0.6550 ,605,924
2019,60,-,Sungjae Im, 0.6550 ,"1,078","1,647"
2019,61,-,Scott Brown, 0.6540 ,749,"1,145"
2019,62,-,Pat Perez, 0.6530 ,566,867
2019,63,-,Adam Svensson, 0.6520 ,610,935
2019,64,-,Nate Lashley, 0.6520 ,620,951
2019,65,-,J.J. Henry, 0.6510 ,473,727
2019,66,-,Bryson DeChambeau, 0.6500 ,658,"1,012"
2019,67,-,C.T. Pan, 0.6480 ,741,"1,144"
2019,68,-,Billy Horschel, 0.6470 ,836,"1,292"
2019,69,-,Rafa Cabrera Bello, 0.6450 ,611,947
2019,70,-,Jonas Blixt, 0.6430 ,681,"1,059"
2019,71,-,Alex Prugh, 0.6410 ,635,991
2019,72,-,Kevin Na, 0.6410 ,538,840
2019,73,-,Tommy Fleetwood, 0.6400 ,573,895
2019,74,-,Sepp Straka, 0.6390 ,641,"1,003"
2019,75,-,Sam Ryder, 0.6360 ,640,"1,006"
2019,76,-,Ian Poulter, 0.6360 ,519,816
2019,77,-,J.J. Spaun, 0.6360 ,729,"1,147"
2019,78,-,Josh Teater, 0.6350 ,595,937
2019,79,-,Gary Woodland, 0.6340 ,747,"1,178"
2019,80,-,Bud Cauley, 0.6330 ,725,"1,146"
2019,81,-,Kiradech Aphibarnrat, 0.6330 ,549,868
2019,81,-,Brandt Snedeker, 0.6330 ,876,"1,385"
2019,83,-,"Ted Potter, Jr.", 0.6320 ,629,995
2019,84,-,Martin Laird, 0.6310 ,706,"1,119"
2019,85,-,Tyrrell Hatton, 0.6300 ,510,810
2019,86,-,Si Woo Kim, 0.6300 ,722,"1,147"
2019,87,-,J.T. Poston, 0.6290 ,844,"1,342"
2019,88,-,Charles Howell III, 0.6280 ,803,"1,278"
2019,89,-,Rod Pampling, 0.6280 ,455,725
2019,90,-,Jason Kokrak, 0.6270 ,788,"1,256"
2019,91,-,Dylan Frittelli, 0.6270 ,708,"1,129"
