Year,Rank,SpacerDA,Player, FairwayRate ,FairwaysHit,FairwaysPossible
1995,167,-,Ronnie Black, 0.6390 ,801,"1,254"
1995,168,-,J.L. Lewis, 0.6370 ,753,"1,182"
1995,169,-,Billy Andrade, 0.6350 ,778,"1,226"
1995,170,-,J.P. Hayes, 0.6290 ,709,"1,128"
1995,171,-,Steve Pate, 0.6270 ,828,"1,320"
1995,172,-,Marco Dawson, 0.6260 ,712,"1,138"
1995,173,-,Billy Ray Brown, 0.6210 ,561,903
1995,174,-,Keith Clearwater, 0.6180 ,592,958
1995,175,-,Kelly Gibson, 0.6180 ,867,"1,404"
1995,176,-,Gary Hallberg, 0.6140 ,631,"1,027"
1995,177,-,Phil Blackmar, 0.6110 ,644,"1,054"
1995,178,-,Charlie Rymer, 0.6090 ,636,"1,044"
1995,179,-,Neal Lancaster, 0.6060 ,758,"1,251"
1995,180,-,Michael Bradley, 0.6040 ,743,"1,231"
1995,181,-,Bruce Vaughan, 0.6030 ,782,"1,296"
1995,182,-,Chris DiMarco, 0.5970 ,732,"1,226"
1995,183,-,Mike Sullivan, 0.5930 ,711,"1,200"
1995,184,-,John Daly, 0.5680 ,561,988
1995,185,-,Pat Bates, 0.5680 ,639,"1,126"
1995,186,-,Dennis Paulson, 0.5590 ,637,"1,140"
1995,187,-,Tommy Tolles, 0.5500 ,603,"1,097"
1995,188,-,Mike Springer, 0.5460 ,491,899
1996,1,-,Fred Funk, 0.7870 ,"1,183","1,504"
1996,2,-,Nick Faldo, 0.7800 ,568,728
1996,3,-,David Edwards, 0.7750 ,889,"1,147"
1996,4,-,Tom Byrum, 0.7700 ,813,"1,056"
1996,5,-,Fulton Allem, 0.7680 ,580,755
1996,6,-,John Morse, 0.7670 ,"1,005","1,311"
1996,7,-,Lennie Clements, 0.7620 ,884,"1,160"
1996,8,-,Nick Price, 0.7620 ,512,672
1996,9,-,Jeff Hart, 0.7600 ,687,904
1996,10,-,Ed Fiori, 0.7590 ,640,843
1996,11,-,Olin Browne, 0.7590 ,995,"1,311"
1996,12,-,Allen Doyle, 0.7550 ,925,"1,226"
1996,13,-,Justin Leonard, 0.7530 ,"1,043","1,385"
1996,14,-,Loren Roberts, 0.7520 ,808,"1,074"
1996,15,-,Jim Furyk, 0.7520 ,"1,010","1,343"
1996,16,-,Curtis Strange, 0.7490 ,785,"1,048"
1996,17,-,Doug Martin, 0.7490 ,962,"1,285"
1996,18,-,David Duval, 0.7460 ,731,980
1996,19,-,Billy Mayfair, 0.7450 ,925,"1,241"
1996,20,-,Larry Mize, 0.7450 ,761,"1,022"
1996,21,-,Tray Tyner, 0.7430 ,527,709
1996,22,-,Don Pooley, 0.7370 ,648,879
1996,23,-,Clarence Rose, 0.7370 ,871,"1,182"
1996,24,-,Patrick Burke, 0.7360 ,736,"1,000"
1996,25,-,Scott Gump, 0.7350 ,992,"1,350"
1996,26,-,Greg Norman, 0.7340 ,483,658
1996,27,-,Steve Elkington, 0.7340 ,637,868
1996,28,-,Corey Pavin, 0.7340 ,791,"1,078"
1996,29,-,Brian Claar, 0.7330 ,"1,061","1,448"
1996,30,-,Mark McCumber, 0.7330 ,482,658
1996,31,-,Mark O'Meara, 0.7320 ,779,"1,064"
1996,31,-,Kirk Triplett, 0.7320 ,746,"1,019"
1996,33,-,Mike Brisky, 0.7310 ,849,"1,162"
1996,34,-,Mark Brooks, 0.7300 ,991,"1,357"
1996,35,-,John Mahaffey, 0.7300 ,662,907
1996,35,-,Hisayuki Sasaki, 0.7300 ,654,896
1996,37,-,Jim Carter, 0.7290 ,"1,088","1,493"
1996,38,-,D.A. Weibring, 0.7260 ,496,683
1996,39,-,Wayne Grady, 0.7250 ,650,896
1996,39,-,Blaine McCallister, 0.7250 ,922,"1,271"
1996,41,-,Kenny Perry, 0.7250 ,822,"1,134"
1996,42,-,Jeff Maggert, 0.7240 ,882,"1,218"
1996,43,-,Joel Edwards, 0.7230 ,949,"1,312"
1996,44,-,Emlyn Aubrey, 0.7230 ,585,809
1996,45,-,Scott Medlin, 0.7230 ,535,740
1996,46,-,Paul Goydos, 0.7220 ,847,"1,173"
1996,47,-,Craig Parry, 0.7220 ,794,"1,100"
1996,48,-,John Cook, 0.7200 ,896,"1,245"
1996,49,-,Dillard Pruitt, 0.7180 ,740,"1,030"
1996,50,-,Joe Daley, 0.7170 ,767,"1,070"
1996,51,-,Fuzzy Zoeller, 0.7170 ,501,699
1996,52,-,Lee Janzen, 0.7170 ,900,"1,256"
1996,53,-,Glen Day, 0.7150 ,887,"1,241"
1996,54,-,Lee Rinker, 0.7130 ,995,"1,395"
1996,55,-,Bob Tway, 0.7120 ,777,"1,091"
1996,56,-,Gil Morgan, 0.7120 ,605,850
1996,57,-,Joey Sindelar, 0.7110 ,862,"1,212"
1996,58,-,Brandel Chamblee, 0.7110 ,696,979
1996,59,-,John Inman, 0.7090 ,781,"1,102"
1996,60,-,Rocco Mediate, 0.7090 ,644,909
1996,61,-,Ron Whittaker, 0.7080 ,571,806
1996,62,-,Keith Fergus, 0.7080 ,830,"1,173"
1996,63,-,Omar Uresti, 0.7070 ,927,"1,311"
1996,64,-,Rick Fehr, 0.7070 ,730,"1,033"
1996,65,-,Tom Kite, 0.7060 ,642,910
1996,66,-,Jay Haas, 0.7040 ,834,"1,184"
1996,67,-,Larry Nelson, 0.7040 ,748,"1,063"
1996,68,-,Scott Hoch, 0.7040 ,942,"1,339"
1996,69,-,John Maginnes, 0.7030 ,792,"1,126"
1996,70,-,Mark Calcavecchia, 0.7010 ,968,"1,381"
1996,71,-,Mike Reid, 0.7010 ,705,"1,006"
1996,72,-,Dave Barr, 0.7010 ,564,805
1996,73,-,Dicky Pride, 0.6990 ,792,"1,133"
1996,73,-,Hal Sutton, 0.6990 ,857,"1,226"
1996,75,-,Donnie Hammond, 0.6980 ,595,852
1996,76,-,Tommy Armour III, 0.6980 ,520,745
1996,77,-,Ted Tryba, 0.6980 ,"1,003","1,438"
1996,78,-,Bob Gilder, 0.6970 ,825,"1,184"
1996,79,-,Davis Love III, 0.6960 ,759,"1,091"
1996,80,-,Tom Purtzer, 0.6940 ,803,"1,157"
1996,81,-,Jim McGovern, 0.6940 ,842,"1,214"
1996,82,-,Nolan Henke, 0.6930 ,770,"1,111"
1996,83,-,Russ Cochran, 0.6920 ,801,"1,157"
1996,84,-,Joe Ozaki, 0.6920 ,659,952
1996,85,-,Woody Austin, 0.6920 ,"1,108","1,602"
1996,86,-,Jim Thorpe, 0.6920 ,529,765
1996,87,-,Grant Waite, 0.6910 ,723,"1,046"
1996,88,-,Tom Lehman, 0.6910 ,716,"1,036"
1996,89,-,Brad Fabel, 0.6910 ,827,"1,197"
1996,90,-,Payne Stewart, 0.6910 ,799,"1,157"
1996,91,-,Wayne Levi, 0.6900 ,682,988
1996,92,-,Bart Bryant, 0.6900 ,740,"1,073"
1996,93,-,Tom Watson, 0.6890 ,521,756
1996,94,-,Craig Stadler, 0.6880 ,497,722
1996,95,-,Pete Jordan, 0.6880 ,700,"1,017"
1996,96,-,Bobby Wadkins, 0.6870 ,879,"1,279"
1996,97,-,Robert Gamez, 0.6870 ,717,"1,044"
1996,98,-,Frank Lickliter II, 0.6840 ,800,"1,169"
1996,99,-,Peter Jacobsen, 0.6840 ,577,844
1996,99,-,Phil Mickelson, 0.6840 ,698,"1,021"
1996,101,-,Jerry Kelly, 0.6830 ,865,"1,266"
1996,102,-,Ernie Els, 0.6830 ,583,854
1996,103,-,Jeff Sluman, 0.6820 ,967,"1,419"
1996,104,-,Dan Forsman, 0.6800 ,619,910
1996,105,-,Sean Murphy, 0.6800 ,750,"1,103"
1996,106,-,David Ogrin, 0.6800 ,965,"1,420"
1996,107,-,Brad Bryant, 0.6790 ,789,"1,162"
1996,108,-,Duffy Waldorf, 0.6790 ,632,931
1996,109,-,Bob Lohr, 0.6750 ,849,"1,257"
1996,110,-,Dan Pohl, 0.6750 ,545,807
1996,111,-,Chris Perry, 0.6750 ,638,945
1996,112,-,Ben Crenshaw, 0.6740 ,519,770
1996,113,-,Michael Bradley, 0.6730 ,819,"1,217"
1996,113,-,Steve Jurgensen, 0.6730 ,815,"1,211"
1996,115,-,Paul Azinger, 0.6720 ,702,"1,045"
1996,115,-,Brian Tennyson, 0.6720 ,702,"1,045"
1996,117,-,David Frost, 0.6700 ,626,935
1996,118,-,Scott Simpson, 0.6690 ,618,924
1996,119,-,Stuart Appleby, 0.6670 ,883,"1,323"
1996,120,-,Brian Henninger, 0.6660 ,780,"1,171"
1996,121,-,Jay Williamson, 0.6650 ,714,"1,073"
1996,122,-,Mike Standly, 0.6650 ,745,"1,121"
1996,123,-,Jesper Parnevik, 0.6640 ,592,892
1996,124,-,Jay Don Blake, 0.6640 ,842,"1,269"
1996,125,-,John Huston, 0.6630 ,779,"1,175"
1996,126,-,Tom Scherrer, 0.6630 ,822,"1,240"
1996,127,-,John Wilson, 0.6630 ,751,"1,133"
1996,128,-,David Peoples, 0.6620 ,518,782
1996,129,-,Lanny Wadkins, 0.6570 ,568,865
1996,130,-,Fred Couples, 0.6550 ,568,867
1996,130,-,Mark Wiebe, 0.6550 ,678,"1,035"
1996,132,-,Ronnie Black, 0.6550 ,774,"1,182"
1996,133,-,Gene Sauers, 0.6550 ,713,"1,089"
1996,134,-,Shane Bertsch, 0.6540 ,664,"1,015"
1996,135,-,Greg Kraft, 0.6540 ,736,"1,126"
1996,136,-,Andrew Magee, 0.6530 ,692,"1,059"
1996,137,-,Guy Boros, 0.6530 ,847,"1,297"
1996,138,-,Billy Ray Brown, 0.6520 ,700,"1,073"
1996,139,-,Vijay Singh, 0.6520 ,784,"1,203"
1996,140,-,Chip Beck, 0.6510 ,836,"1,285"
1996,141,-,Gary Rusnak, 0.6500 ,706,"1,086"
1996,142,-,Steve Lowery, 0.6500 ,906,"1,395"
1996,143,-,Bryan Gorman, 0.6490 ,624,961
1996,144,-,Brad Faxon, 0.6490 ,707,"1,089"
1996,145,-,Mike Heinen, 0.6460 ,854,"1,322"
1996,146,-,Jay Delsing, 0.6450 ,771,"1,196"
1996,147,-,Mike Hulbert, 0.6450 ,843,"1,308"
1996,148,-,Robert Wrenn, 0.6440 ,646,"1,003"
1996,149,-,Paul Stankowski, 0.6430 ,638,993
1996,150,-,Franklin Langham, 0.6410 ,821,"1,280"
1996,151,-,Ken Green, 0.6410 ,715,"1,115"
1996,152,-,Curt Byrum, 0.6400 ,502,784
1996,153,-,Billy Andrade, 0.6400 ,776,"1,213"
1996,154,-,John Elliott, 0.6390 ,453,709
1996,155,-,Marco Dawson, 0.6390 ,776,"1,215"
1996,155,-,Mike Sullivan, 0.6390 ,755,"1,182"
1996,157,-,"Jim Gallagher, Jr.", 0.6360 ,647,"1,017"
1996,158,-,Bob Estes, 0.6340 ,547,863
1996,159,-,Kelly Gibson, 0.6330 ,"1,006","1,590"
1996,160,-,Kevin Sutherland, 0.6320 ,942,"1,491"
1996,161,-,Scott Dunlap, 0.6310 ,702,"1,112"
1996,162,-,Carl Paulson, 0.6310 ,763,"1,210"
1996,163,-,Joey Gullion, 0.6290 ,764,"1,215"
1996,164,-,Hugh Royer III, 0.6290 ,797,"1,268"
1996,165,-,Tommy Tolles, 0.6280 ,798,"1,270"
1996,166,-,Neal Lancaster, 0.6280 ,893,"1,422"
1996,167,-,Steve Stricker, 0.6280 ,683,"1,088"
1996,168,-,"Dave Stockton, Jr.", 0.6270 ,804,"1,282"
1996,169,-,David Toms, 0.6260 ,777,"1,241"
1996,170,-,Brian Kamm, 0.6230 ,756,"1,213"
1996,171,-,Scott McCarron, 0.6170 ,741,"1,201"
1996,172,-,Len Mattiace, 0.6170 ,730,"1,184"
1996,173,-,Charlie Rymer, 0.6150 ,773,"1,257"
1996,174,-,Robin Freeman, 0.6130 ,871,"1,420"
1996,175,-,Steve Rintoul, 0.6120 ,639,"1,045"
1996,176,-,John Adams, 0.6070 ,662,"1,091"
1996,177,-,Andy Bean, 0.6060 ,634,"1,047"
1996,178,-,Mike Swartz, 0.6040 ,614,"1,017"
1996,179,-,"Joe Acosta, Jr.", 0.6040 ,597,989
1996,180,-,Jeff Julian, 0.6030 ,579,961
1996,181,-,Steve Jones, 0.6010 ,682,"1,134"
1996,182,-,Tim Herron, 0.6010 ,820,"1,364"
1996,183,-,Lucas Parsons, 0.5920 ,462,780
1996,184,-,Jeff Gallagher, 0.5890 ,689,"1,169"
1996,185,-,Mike Springer, 0.5890 ,698,"1,185"
1996,186,-,Taylor Smith, 0.5850 ,619,"1,058"
1996,187,-,Keith Clearwater, 0.5790 ,630,"1,088"
1996,188,-,John Daly, 0.5740 ,546,952
1996,189,-,Phil Blackmar, 0.5640 ,740,"1,313"
1996,190,-,Chris Smith, 0.5590 ,624,"1,116"
1997,1,-,Allen Doyle, 0.8080 ,960,"1,188"
1997,2,-,Fred Funk, 0.7980 ,"1,281","1,605"
1997,3,-,Larry Mize, 0.7950 ,768,966
1997,4,-,Nick Price, 0.7930 ,622,784
1997,5,-,Jim Furyk, 0.7900 ,"1,039","1,315"
1997,6,-,Nick Faldo, 0.7870 ,495,629
1997,7,-,David Edwards, 0.7820 ,765,978
1997,8,-,Loren Roberts, 0.7770 ,866,"1,115"
1997,9,-,John Morse, 0.7760 ,997,"1,285"
1997,10,-,Olin Browne, 0.7720 ,"1,088","1,409"
1997,11,-,Doug Martin, 0.7700 ,"1,096","1,423"
1997,12,-,Tom Byrum, 0.7680 ,"1,053","1,371"
1997,13,-,Bruce Fleisher, 0.7670 ,653,851
1997,14,-,Fulton Allem, 0.7670 ,662,863
1997,15,-,Fuzzy Zoeller, 0.7660 ,557,727
1997,16,-,Jeff Hart, 0.7640 ,841,"1,101"
1997,17,-,Scott Hoch, 0.7600 ,922,"1,214"
1997,18,-,Hal Sutton, 0.7570 ,"1,017","1,343"
1997,19,-,Scott Gump, 0.7540 ,"1,137","1,509"
1997,20,-,Jeff Maggert, 0.7530 ,937,"1,245"
1997,21,-,John Maginnes, 0.7510 ,"1,059","1,411"
1997,22,-,Mike Reid, 0.7490 ,849,"1,133"
1997,23,-,Tray Tyner, 0.7470 ,772,"1,033"
1997,24,-,Kirk Triplett, 0.7450 ,917,"1,231"
1997,25,-,Joe Durant, 0.7450 ,"1,018","1,367"
1997,26,-,Jim Carter, 0.7430 ,"1,019","1,371"
1997,27,-,Don Pooley, 0.7430 ,747,"1,006"
1997,28,-,Craig Bowden, 0.7420 ,570,768
1997,29,-,Steve Hart, 0.7400 ,715,966
1997,30,-,Clarence Rose, 0.7400 ,949,"1,283"
1997,31,-,Paul Goydos, 0.7380 ,"1,030","1,396"
1997,32,-,Billy Mayfair, 0.7380 ,928,"1,258"
1997,33,-,Curtis Strange, 0.7370 ,606,822
1997,34,-,Skip Kendall, 0.7360 ,"1,047","1,423"
1997,35,-,Greg Norman, 0.7360 ,484,658
1997,36,-,Paul Claxton, 0.7320 ,675,922
1997,37,-,Frank Lickliter II, 0.7320 ,867,"1,185"
1997,38,-,Lanny Wadkins, 0.7280 ,724,994
1997,39,-,D.A. Weibring, 0.7280 ,630,865
1997,40,-,Tom Lehman, 0.7280 ,692,951
1997,41,-,Blaine McCallister, 0.7270 ,863,"1,187"
1997,42,-,Glen Day, 0.7250 ,810,"1,117"
1997,42,-,Jay Haas, 0.7250 ,768,"1,059"
1997,44,-,Craig Stadler, 0.7240 ,678,937
1997,45,-,Tom Kite, 0.7230 ,708,979
1997,46,-,Wayne Levi, 0.7230 ,675,934
1997,47,-,Ed Fiori, 0.7220 ,504,698
1997,48,-,Justin Leonard, 0.7210 ,978,"1,357"
1997,49,-,Brad Fabel, 0.7200 ,945,"1,312"
1997,50,-,Rocco Mediate, 0.7200 ,803,"1,115"
1997,51,-,Patrick Burke, 0.7200 ,654,909
1997,52,-,Lee Porter, 0.7170 ,811,"1,131"
1997,53,-,Pete Jordan, 0.7170 ,"1,011","1,411"
1997,54,-,John Cook, 0.7160 ,972,"1,357"
1997,55,-,Tom Watson, 0.7150 ,480,671
1997,56,-,Billy Ray Brown, 0.7150 ,700,979
1997,57,-,Kenny Perry, 0.7140 ,809,"1,133"
1997,58,-,Emlyn Aubrey, 0.7130 ,715,"1,003"
1997,59,-,Craig Parry, 0.7120 ,688,966
1997,60,-,Kevin Burton, 0.7120 ,737,"1,035"
1997,61,-,Mike Brisky, 0.7090 ,989,"1,395"
1997,62,-,Rick Fehr, 0.7090 ,684,965
1997,63,-,Grant Waite, 0.7080 ,"1,009","1,425"
1997,64,-,Lennie Clements, 0.7080 ,869,"1,228"
1997,65,-,Robert Damron, 0.7070 ,949,"1,343"
1997,66,-,Joey Sindelar, 0.7060 ,"1,005","1,423"
1997,67,-,Dicky Pride, 0.7060 ,749,"1,061"
1997,68,-,Corey Pavin, 0.7060 ,583,826
1997,69,-,David Ogrin, 0.7050 ,946,"1,342"
1997,70,-,Jeff Sluman, 0.7050 ,963,"1,367"
1997,71,-,Omar Uresti, 0.7040 ,993,"1,411"
1997,72,-,Keith Fergus, 0.7040 ,570,810
1997,73,-,Frank Nobilo, 0.7040 ,591,840
1997,74,-,Bradley Hughes, 0.7030 ,766,"1,089"
1997,75,-,Nolan Henke, 0.7030 ,806,"1,146"
1997,76,-,Peter Jacobsen, 0.7030 ,855,"1,217"
1997,77,-,John Dowdall, 0.7020 ,597,851
1997,78,-,Doug Barron, 0.7010 ,"1,007","1,437"
1997,79,-,Lee Rinker, 0.7000 ,928,"1,325"
1997,80,-,Mark Wiebe, 0.6990 ,733,"1,049"
1997,81,-,Steve Elkington, 0.6960 ,584,839
1997,82,-,Lee Janzen, 0.6960 ,945,"1,358"
1997,83,-,Bob Estes, 0.6940 ,667,961
1997,84,-,Bob Tway, 0.6920 ,882,"1,274"
1997,85,-,Brent Geiberger, 0.6920 ,897,"1,297"
1997,86,-,Bill Glasson, 0.6910 ,655,948
1997,87,-,Mark Calcavecchia, 0.6910 ,896,"1,297"
1997,87,-,P.H. Horgan III, 0.6910 ,860,"1,245"
1997,89,-,David Duval, 0.6910 ,908,"1,315"
1997,90,-,Chris Perry, 0.6900 ,"1,011","1,465"
1997,91,-,Duffy Waldorf, 0.6900 ,857,"1,242"
1997,92,-,Donnie Hammond, 0.6890 ,656,952
1997,93,-,Gene Sauers, 0.6880 ,508,738
1997,94,-,Spike McRoy, 0.6870 ,651,947
1997,95,-,Jim McGovern, 0.6870 ,854,"1,243"
1997,96,-,Stewart Cink, 0.6870 ,948,"1,381"
1997,97,-,Tiger Woods, 0.6860 ,739,"1,077"
1997,98,-,Tommy Armour III, 0.6860 ,900,"1,313"
1997,99,-,Stuart Appleby, 0.6850 ,710,"1,036"
1997,99,-,Paul Azinger, 0.6850 ,575,839
1997,101,-,John Huston, 0.6850 ,718,"1,048"
1997,102,-,Jimmy Johnston, 0.6850 ,813,"1,187"
1997,103,-,Jesper Parnevik, 0.6850 ,632,923
1997,104,-,Jay Don Blake, 0.6840 ,868,"1,270"
1997,105,-,Guy Boros, 0.6830 ,755,"1,105"
1997,106,-,Brian Claar, 0.6810 ,560,822
1997,107,-,Mark Brooks, 0.6810 ,829,"1,217"
1997,108,-,Andrew Magee, 0.6790 ,928,"1,367"
1997,109,-,Kevin Sutherland, 0.6780 ,803,"1,185"
1997,110,-,Brad Bryant, 0.6770 ,739,"1,091"
1997,111,-,Robert Gamez, 0.6770 ,776,"1,146"
1997,111,-,Jimmy Green, 0.6770 ,776,"1,146"
1997,111,-,Sonny Skinner, 0.6770 ,671,991
1997,114,-,Willie Wood, 0.6770 ,813,"1,201"
1997,115,-,Dudley Hart, 0.6760 ,728,"1,077"
1997,116,-,Davis Love III, 0.6760 ,813,"1,203"
1997,117,-,Larry Rinker, 0.6750 ,922,"1,367"
1997,118,-,"David Berganio, Jr.", 0.6740 ,781,"1,158"
1997,119,-,Jerry Kelly, 0.6740 ,827,"1,227"
1997,120,-,Phil Mickelson, 0.6730 ,678,"1,007"
1997,121,-,Shane Bertsch, 0.6730 ,780,"1,159"
1997,121,-,Payne Stewart, 0.6730 ,782,"1,162"
1997,123,-,Gabriel Hjertstedt, 0.6710 ,673,"1,003"
1997,124,-,Dan Forsman, 0.6710 ,786,"1,172"
1997,125,-,Scott Dunlap, 0.6690 ,841,"1,257"
1997,126,-,Ernie Els, 0.6690 ,543,812
1997,127,-,Paul Stankowski, 0.6690 ,926,"1,385"
1997,128,-,Russ Cochran, 0.6690 ,964,"1,442"
1997,129,-,J.P. Hayes, 0.6680 ,886,"1,327"
1997,130,-,Joe Ozaki, 0.6670 ,606,909
1997,131,-,Fred Couples, 0.6660 ,494,742
1997,132,-,Jack O'Keefe, 0.6660 ,697,"1,047"
1997,133,-,Joel Edwards, 0.6650 ,854,"1,285"
1997,134,-,Brandel Chamblee, 0.6630 ,733,"1,106"
1997,135,-,Brian Henninger, 0.6620 ,712,"1,075"
1997,136,-,Phil Tataurangi, 0.6620 ,702,"1,061"
1997,137,-,Ted Tryba, 0.6610 ,951,"1,439"
1997,138,-,Mike Standly, 0.6610 ,792,"1,199"
1997,139,-,Steve Jones, 0.6570 ,680,"1,035"
1997,139,-,Tom Purtzer, 0.6570 ,567,863
1997,139,-,David Sutherland, 0.6570 ,751,"1,143"
1997,142,-,Steve Lowery, 0.6560 ,907,"1,383"
1997,143,-,Billy Andrade, 0.6550 ,868,"1,325"
1997,144,-,Tim Herron, 0.6550 ,925,"1,413"
1997,145,-,Scott Verplank, 0.6540 ,568,868
1997,146,-,Len Mattiace, 0.6530 ,975,"1,493"
1997,147,-,Woody Austin, 0.6530 ,793,"1,215"
1997,148,-,David Frost, 0.6520 ,611,937
1997,149,-,Tim Simpson, 0.6510 ,572,879
1997,150,-,Ed Dougherty, 0.6500 ,590,908
1997,151,-,Bob Wolcott, 0.6490 ,643,991
1997,152,-,Larry Nelson, 0.6480 ,487,752
1997,153,-,Scott Simpson, 0.6470 ,724,"1,119"
1997,154,-,Greg Kraft, 0.6470 ,940,"1,453"
1997,155,-,Robin Freeman, 0.6450 ,586,908
1997,156,-,Scott McCarron, 0.6450 ,713,"1,105"
1997,157,-,Kelly Gibson, 0.6430 ,"1,086","1,689"
1997,158,-,Vijay Singh, 0.6420 ,709,"1,105"
1997,159,-,Rafael Alarcon, 0.6410 ,707,"1,103"
1997,160,-,Tommy Tolles, 0.6390 ,760,"1,189"
1997,161,-,Ronnie Black, 0.6370 ,756,"1,186"
1997,162,-,Michael Christie, 0.6370 ,845,"1,327"
1997,163,-,Sandy Lyle, 0.6360 ,540,849
1997,164,-,Steve Pate, 0.6350 ,737,"1,160"
1997,165,-,"Dave Stockton, Jr.", 0.6340 ,877,"1,383"
1997,166,-,Brad Faxon, 0.6330 ,629,993
1997,167,-,Hideki Kase, 0.6330 ,751,"1,187"
1997,168,-,Jay Delsing, 0.6320 ,740,"1,171"
1997,169,-,Mark O'Meara, 0.6320 ,645,"1,021"
1997,170,-,"Jim Gallagher, Jr.", 0.6320 ,768,"1,216"
1997,171,-,Ken Green, 0.6300 ,464,737
1997,172,-,Tom Pernice Jr., 0.6280 ,744,"1,185"
1997,173,-,David Toms, 0.6280 ,770,"1,227"
1997,174,-,Mike Hulbert, 0.6260 ,857,"1,369"
1997,175,-,Taylor Smith, 0.6240 ,705,"1,129"
1997,176,-,John Wilson, 0.6180 ,785,"1,271"
1997,177,-,Michael Bradley, 0.6160 ,724,"1,175"
1997,178,-,Neal Lancaster, 0.6160 ,868,"1,409"
1997,178,-,Larry Silveira, 0.6160 ,507,823
1997,180,-,Brett Quigley, 0.6150 ,952,"1,549"
1997,181,-,John Adams, 0.6060 ,687,"1,133"
1997,182,-,Shaun Micheel, 0.6050 ,447,739
1997,183,-,Craig Kanada, 0.6030 ,454,753
1997,184,-,Mike Springer, 0.6020 ,555,922
1997,185,-,Hugh Royer III, 0.6010 ,696,"1,159"
1997,186,-,Howard Twitty, 0.6000 ,403,672
1997,187,-,Todd Demsey, 0.5980 ,617,"1,031"
1997,188,-,Marco Dawson, 0.5910 ,702,"1,187"
1997,189,-,Eric Johnson, 0.5890 ,683,"1,159"
1997,190,-,Anthony Rodriguez, 0.5870 ,498,849
1997,191,-,Steve Stricker, 0.5840 ,447,765
1997,192,-,Phil Blackmar, 0.5790 ,728,"1,258"
1997,193,-,Chip Sullivan, 0.5630 ,604,"1,073"
1997,194,-,John Daly, 0.5360 ,374,698
1997,195,-,Chip Beck, 0.5040 ,499,991
1998,1,-,Bruce Fleisher, 0.8140 ,873,"1,073"
1998,2,-,Larry Mize, 0.8040 ,865,"1,076"
1998,3,-,Jeff Maggert, 0.7880 ,893,"1,134"
1998,4,-,Hal Sutton, 0.7860 ,"1,144","1,455"
1998,5,-,Tim Loustalot, 0.7850 ,701,893
1998,6,-,Joe Durant, 0.7840 ,841,"1,073"
1998,7,-,Fred Funk, 0.7810 ,"1,242","1,590"
1998,8,-,Scott Gump, 0.7800 ,"1,058","1,356"
1998,9,-,Lee Porter, 0.7800 ,989,"1,268"
1998,10,-,Tom Byrum, 0.7770 ,997,"1,283"
1998,11,-,Clark Dennis, 0.7740 ,812,"1,049"
1998,12,-,D.A. Weibring, 0.7660 ,740,966
1998,13,-,David Edwards, 0.7660 ,811,"1,059"
1998,14,-,Kirk Triplett, 0.7640 ,876,"1,146"
1998,15,-,Esteban Toledo, 0.7620 ,990,"1,299"
1998,16,-,Bob Friend, 0.7610 ,903,"1,187"
1998,17,-,Nick Faldo, 0.7600 ,479,630
1998,18,-,Frank Lickliter II, 0.7600 ,"1,125","1,480"
1998,19,-,Nick Price, 0.7590 ,616,812
1998,20,-,Jim Furyk, 0.7580 ,"1,028","1,356"
1998,21,-,Fulton Allem, 0.7570 ,624,824
1998,22,-,Mark Carnevale, 0.7570 ,981,"1,296"
1998,23,-,Paul Goydos, 0.7510 ,"1,047","1,394"
1998,24,-,Loren Roberts, 0.7510 ,795,"1,059"
1998,25,-,Scott Hoch, 0.7510 ,"1,026","1,367"
1998,26,-,Blaine McCallister, 0.7480 ,"1,086","1,451"
1998,27,-,Olin Browne, 0.7480 ,805,"1,076"
1998,28,-,John Morse, 0.7460 ,614,823
1998,29,-,Justin Leonard, 0.7450 ,"1,001","1,343"
1998,30,-,P.H. Horgan III, 0.7450 ,"1,092","1,466"
1998,31,-,Fuzzy Zoeller, 0.7420 ,705,950
1998,32,-,Billy Mayfair, 0.7410 ,891,"1,203"
1998,33,-,Mike Reid, 0.7400 ,804,"1,086"
1998,34,-,Joe Daley, 0.7390 ,700,947
1998,35,-,Tom Lehman, 0.7390 ,796,"1,077"
1998,36,-,Dudley Hart, 0.7390 ,816,"1,105"
1998,37,-,Jay Haas, 0.7380 ,813,"1,102"
1998,38,-,Pete Jordan, 0.7360 ,913,"1,240"
1998,39,-,Skip Kendall, 0.7360 ,"1,046","1,422"
1998,40,-,Ben Bates, 0.7360 ,"1,026","1,395"
1998,41,-,Duffy Waldorf, 0.7340 ,839,"1,143"
1998,42,-,Jimmy Johnston, 0.7340 ,592,807
1998,43,-,John Cook, 0.7320 ,939,"1,282"
1998,44,-,Lee Rinker, 0.7300 ,"1,060","1,452"
1998,45,-,John Riegger, 0.7300 ,846,"1,159"
1998,46,-,Nolan Henke, 0.7290 ,895,"1,227"
1998,47,-,Doug Martin, 0.7290 ,"1,119","1,536"
1998,48,-,Bob Gilder, 0.7280 ,821,"1,128"
1998,49,-,Don Pooley, 0.7280 ,609,837
1998,50,-,Bradley Hughes, 0.7270 ,638,878
1998,51,-,Dan Forsman, 0.7230 ,778,"1,076"
1998,52,-,John Huston, 0.7230 ,900,"1,245"
1998,53,-,Jim Carter, 0.7220 ,"1,070","1,482"
1998,54,-,Spike McRoy, 0.7220 ,876,"1,214"
1998,55,-,Bob Estes, 0.7210 ,"1,007","1,396"
