Year,Rank,,Player,Avg,Total Putts,Total Rounds,Low Total Putts
1987,1,-,Morris Hatalsky,28.33,"2,210",78,22
1987,2,-,Rex Caldwell,28.62,"1,803",63,24
1987,3,-,Bernhard Langer,28.67,"1,663",58,23
1987,4,-,Willie Wood,28.76,"2,790",97,24
1987,5,-,David Frost,28.79,"2,821",98,23
1987,6,-,Ben Crenshaw,28.95,"2,403",83,23
1987,7,-,Don Pooley,28.96,"2,664",92,22
1987,8,-,Payne Stewart,28.98,"2,811",97,23
1987,9,-,Corey Pavin,28.99,"2,435",84,23
1987,10,-,Frank Conner,29,"1,566",54,22
1987,11,-,Larry Mize,29.01,"2,321",80,23
1987,12,-,Brad Faxon,29.03,"2,642",91,24
1987,13,-,Lanny Wadkins,29.04,"2,439",84,23
1987,14,-,Bob Gilder,29.05,"2,934",101,21
1987,15,-,Tom Kite,29.07,"2,616",90,21
1987,15,-,Gary Krueger,29.07,"2,064",71,24
1987,17,-,Nick Price,29.09,"2,385",82,22
1987,18,-,Hubert Green,29.11,"2,067",71,23
1987,18,-,John Inman,29.11,"2,649",91,22
1987,18,-,Kenny Knox,29.11,"3,144",108,21
1987,18,-,D.A. Weibring,29.11,"2,533",87,23
1987,22,-,Ken Brown,29.14,"1,836",63,22
1987,23,-,Chip Beck,29.17,"2,684",92,21
1987,23,-,Bill Sander,29.17,"2,684",92,21
1987,23,-,Ron Streck,29.17,"2,800",96,23
1987,26,-,Jay Don Blake,29.19,"2,831",97,22
1987,26,-,Chris Perry,29.19,"2,919",100,22
1987,26,-,Scott Simpson,29.19,"2,627",90,22
1987,26,-,Denis Watson,29.19,"2,744",94,21
1987,30,-,Bobby Clampett,29.2,"2,394",82,23
1987,30,-,Raymond Floyd,29.2,"1,898",65,24
1987,32,-,Mike Donald,29.21,"3,271",112,21
1987,32,-,Dave Stockton,29.21,"1,636",56,23
1987,34,-,Greg Norman,29.22,"1,958",67,23
1987,35,-,Bob Tway,29.23,"2,572",88,23
1987,36,-,Rick Fehr,29.24,"1,813",62,23
1987,37,-,Brad Fabel,29.25,"2,135",73,24
1987,38,-,Paul Azinger,29.27,"2,781",95,24
1987,38,-,Mark Calcavecchia,29.27,"2,605",89,22
1987,38,-,Hale Irwin,29.27,"2,049",70,24
1987,41,-,Mark Brooks,29.28,"2,723",93,22
1987,41,-,Larry Nelson,29.28,"2,108",72,22
1987,43,-,Gary Koch,29.3,"2,080",71,23
1987,43,-,Tom Sieckmann,29.3,"2,637",90,24
1987,43,-,Jeff Sluman,29.3,"3,164",108,22
1987,46,-,John Cook,29.32,"2,873",98,21
1987,47,-,Perry Arthur,29.35,"2,172",74,23
1987,47,-,Scott Hoch,29.35,"2,847",97,23
1987,47,-,Billy Pierot,29.35,"1,673",57,24
1987,50,-,Larry Rinker,29.37,"2,761",94,22
1987,51,-,Jodie Mudd,29.39,"2,851",97,24
1987,51,-,J.C. Snead,29.39,"2,557",87,23
1987,53,-,Davis Love III,29.41,"2,500",85,22
1987,54,-,Bob Murphy,29.42,"2,295",78,22
1987,55,-,Ronnie Black,29.43,"2,825",96,23
1987,55,-,Ed Fiori,29.43,"2,560",87,25
1987,55,-,Pat McGowan,29.43,"2,649",90,21
1987,55,-,Jack Renner,29.43,"2,619",89,24
1987,55,-,Craig Stadler,29.43,"2,237",76,22
1987,60,-,Mark Wiebe,29.46,"3,388",115,23
1987,61,-,Brian Claar,29.47,"3,035",103,23
1987,61,-,Jim Nelford,29.47,"2,328",79,23
1987,61,-,Steve Pate,29.47,"3,419",116,22
1987,64,-,Vance Heafner,29.49,"2,418",82,23
1987,64,-,Dave Rummells,29.49,"3,244",110,23
1987,64,-,Curtis Strange,29.49,"2,890",98,23
1987,67,-,George Burns,29.5,"3,009",102,22
1987,67,-,Ray Stewart,29.5,"2,537",86,24
1987,67,-,Howard Twitty,29.5,"2,773",94,22
1987,70,-,Sam Randolph,29.51,"2,302",78,21
1987,71,-,Tom Watson,29.52,"1,978",67,25
1987,72,-,Buddy Gardner,29.53,"3,189",108,22
1987,72,-,Fred Wadsworth,29.53,"3,071",104,22
1987,74,-,Lon Hinkle,29.54,"2,009",68,23
1987,75,-,Phil Blackmar,29.56,"2,956",100,23
1987,75,-,Jim Carter,29.56,"2,897",98,22
1987,75,-,Bob Eastwood,29.56,"2,749",93,23
1987,75,-,Ken Green,29.56,"2,749",93,24
1987,79,-,Mike Bender,29.57,"2,336",79,24
1987,79,-,Fred Couples,29.57,"2,691",91,22
1987,79,-,Roger Maltbie,29.57,"2,484",84,24
1987,79,-,Fuzzy Zoeller,29.57,"2,129",72,24
1987,79,-,Richard Zokol,29.57,"1,774",60,23
1987,84,-,Charles Bolling,29.58,"3,017",102,24
1987,84,-,Andy Dillard,29.58,"2,396",81,24
1987,84,-,David Graham,29.58,"1,775",60,23
1987,84,-,Sandy Lyle,29.58,"1,568",53,24
1987,88,-,Dan Forsman,29.59,"3,580",121,23
1987,88,-,Gene Sauers,29.59,"3,077",104,22
1987,88,-,Mike Sullivan,29.59,"2,515",85,22
1987,88,-,Bobby Wadkins,29.59,"3,018",102,23
1987,92,-,Mike Nicolette,29.61,"1,510",51,24
1987,93,-,Philip Jonas,29.62,"1,777",60,23
1987,94,-,Keith Clearwater,29.63,"3,496",118,24
1987,95,-,Steve Jones,29.64,"2,727",92,22
1987,96,-,Jim Simons,29.67,"1,632",55,24
1987,97,-,Mike McCullough,29.68,"2,107",71,24
1987,98,-,Jay Haas,29.69,"3,088",104,22
1987,99,-,Tom Byrum,29.71,"3,090",104,23
1987,100,-,Danny Edwards,29.73,"2,289",77,24
1987,100,-,Dick Mast,29.73,"2,943",99,22
1987,100,-,Andy North,29.73,"1,784",60,25
1987,103,-,Antonio Cerda,29.74,"2,706",91,24
1987,103,-,Rick Dalpos,29.74,"2,706",91,23
1987,103,-,Gary Hallberg,29.74,"2,796",94,24
1987,106,-,Dewey Arnette,29.75,"1,904",64,24
1987,107,-,Ted Lehmann,29.77,"1,905",64,22
1987,108,-,Woody Blackburn,29.78,"1,638",55,24
1987,109,-,Ernie Gonzalez,29.79,"3,128",105,25
1987,109,-,Barry Jaeckel,29.79,"2,919",98,24
1987,109,-,Billy Kratzert,29.79,"2,562",86,24
1987,109,-,Loren Roberts,29.79,"2,443",82,24
1987,113,-,John Adams,29.8,"2,891",97,24
1987,114,-,Doug Johnson,29.81,"2,176",73,24
1987,115,-,David Edwards,29.82,"1,968",66,21
1987,115,-,John Horne,29.82,"1,819",61,23
1987,117,-,David Hobby,29.83,"1,969",66,22
1987,117,-,Mark O'Meara,29.83,"2,595",87,26
1987,119,-,Robert Wrenn,29.84,"2,268",76,25
1987,120,-,Peter Jacobsen,29.87,"2,509",84,23
1987,121,-,Steve Elkington,29.88,"3,018",101,22
1987,122,-,Bill Britton,29.89,"2,451",82,24
1987,122,-,Brad Greer,29.89,"2,242",75,23
1987,122,-,Wayne Levi,29.89,"2,481",83,24
1987,125,-,Dan Pohl,29.91,"2,871",96,23
1987,126,-,Blaine McCallister,29.93,"3,173",106,25
1987,127,-,T.C. Chen,29.94,"1,587",53,23
1987,127,-,Tony Grimes,29.94,"1,886",63,24
1987,127,-,Mark Pfeil,29.94,"1,587",53,24
1987,130,-,"Ray Barr, Jr.",29.96,"2,367",79,24
1987,130,-,Ed Dougherty,29.96,"2,517",84,24
1987,130,-,Donnie Hammond,29.96,"2,547",85,24
1987,130,-,Scott Verplank,29.96,"2,547",85,24
1987,134,-,"Jim Gallagher, Jr.",29.97,"3,057",102,23
1987,134,-,Bob Lohr,29.97,"3,087",103,23
1987,134,-,Mike Reid,29.97,"2,967",99,24
1987,137,-,Trevor Dodds,29.99,"2,369",79,25
1987,137,-,Andrew Magee,29.99,"2,819",94,25
1987,137,-,Aki Ohmachi,29.99,"2,339",78,23
1987,140,-,Bill Rogers,30,"2,250",75,22
1987,141,-,Dave Eichelberger,30.01,"2,851",95,23
1987,142,-,Hal Sutton,30.02,"2,702",90,24
1987,143,-,Jay Delsing,30.03,"2,883",96,23
1987,143,-,Calvin Peete,30.03,"1,922",64,25
1987,145,-,Mark McCumber,30.04,"3,094",103,25
1987,145,-,Tim Norris,30.04,"2,764",92,21
1987,145,-,Leonard Thompson,30.04,"3,064",102,23
1987,148,-,Curt Byrum,30.05,"3,335",111,23
1987,148,-,Russ Cochran,30.05,"3,306",110,24
1987,150,-,Dan Halldorson,30.06,"2,615",87,23
1987,151,-,Clarence Rose,30.08,"3,429",114,22
1987,152,-,Dave Barr,30.09,"2,828",94,26
1987,152,-,Denny Hepler,30.09,"1,685",56,25
1987,154,-,Jim Thorpe,30.1,"1,746",58,21
1987,155,-,John Riegger,30.14,"1,688",56,24
1987,155,-,Tim Simpson,30.14,"3,315",110,23
1987,155,-,Bruce Soulsby,30.14,"2,592",86,23
1987,158,-,John Mahaffey,30.16,"3,106",103,25
1987,159,-,Lennie Clements,30.18,"2,354",78,24
1987,160,-,Mark Hayes,30.21,"3,142",104,23
1987,160,-,Mark Lye,30.21,"3,142",104,25
1987,162,-,Tom Purtzer,30.22,"2,810",93,24
1987,163,-,Brett Upper,30.23,"2,449",81,23
1987,164,-,Mike Hulbert,30.25,"3,448",114,24
1987,164,-,Tony Sills,30.25,"2,783",92,24
1987,166,-,Jeff Lewis,30.26,"1,876",62,24
1987,166,-,Joey Sindelar,30.26,"3,419",113,22
1987,168,-,Mac O'Grady,30.3,"2,636",87,24
1987,168,-,"Don Shirey, Jr.",30.3,"2,545",84,24
1987,170,-,Bill Glasson,30.32,"2,789",92,24
1987,170,-,Doug Tewell,30.32,"2,304",76,25
1987,172,-,Tom Garner,30.35,"2,428",80,24
1987,172,-,Rocco Mediate,30.35,"2,823",93,23
1987,174,-,Harry Taylor,30.36,"2,459",81,23
1987,175,-,Ted Schulz,30.4,"2,189",72,25
1987,176,-,Mike Smith,30.41,"2,250",74,21
1987,177,-,Bobby Cole,30.43,"2,952",97,24
1987,178,-,Robert Thompson,30.44,"2,222",73,24
1987,179,-,David Canipe,30.48,"2,560",84,24
1987,180,-,Kenny Perry,30.49,"2,348",77,25
1987,181,-,Gil Morgan,30.5,"1,525",50,26
1987,182,-,Jim Wilson,30.52,"1,892",62,25
1987,183,-,Andy Bean,30.58,"1,682",55,26
1987,184,-,David Peoples,30.59,"2,172",71,23
1987,185,-,David Ogrin,30.63,"2,818",92,22
1987,186,-,Duffy Waldorf,30.74,"2,797",91,26
1987,187,-,Bruce Lietzke,30.81,"2,126",69,25
1987,188,-,John McComish,30.89,"2,162",70,23
1988,1,-,Don Pooley,28.04,"2,215",79,23
1988,2,-,Morris Hatalsky,28.21,"2,031",72,23
1988,3,-,Sandy Lyle,28.3,"1,783",63,22
1988,4,-,Tommy Nakajima,28.58,"1,572",55,7
1988,5,-,Willie Wood,28.63,"2,290",80,22
1988,6,-,George Burns,28.64,"1,604",56,14
1988,7,-,Bob Gilder,28.67,"2,609",91,23
1988,7,-,Greg Powers,28.67,"1,634",57,23
1988,9,-,Frank Conner,28.78,"1,669",58,12
1988,9,-,Larry Rinker,28.78,"2,878",100,22
1988,11,-,Gary Koch,28.85,"2,337",81,22
1988,12,-,Paul Azinger,28.86,"2,655",92,22
1988,13,-,Greg Norman,28.88,"1,502",52,24
1988,14,-,Larry Nelson,28.9,"1,994",69,22
1988,14,-,Steve Pate,28.9,"3,035",105,5
1988,14,-,Bob Tway,28.9,"3,121",108,24
1988,17,-,Nick Price,28.93,"2,430",84,24
1988,18,-,Payne Stewart,28.94,"2,981",103,25
1988,19,-,Raymond Floyd,28.96,"1,969",68,25
1988,19,-,Scott Hoch,28.96,"3,243",112,15
1988,21,-,Bill Britton,28.97,"2,781",96,25
1988,21,-,Dan Forsman,28.97,"3,534",122,13
1988,21,-,Brett Upper,28.97,"2,289",79,22
1988,21,-,Lanny Wadkins,28.97,"2,723",94,23
1988,25,-,Rick Fehr,28.99,"2,232",77,23
1988,25,-,Larry Mize,28.99,"2,377",82,24
1988,25,-,Chris Perry,28.99,"3,073",106,16
1988,25,-,Dave Rummells,28.99,"3,247",112,25
1988,29,-,Ken Green,29.01,"2,785",96,24
1988,29,-,Jeff Sluman,29.01,"3,481",120,21
1988,29,-,Craig Stadler,29.01,"2,118",73,23
1988,32,-,Ben Crenshaw,29.02,"2,844",98,23
1988,33,-,Curtis Strange,29.03,"2,584",89,22
1988,34,-,Kenny Knox,29.07,"3,285",113,23
1988,34,-,Mike Sullivan,29.07,"2,674",92,23
1988,36,-,Ken Brown,29.09,"1,920",66,25
1988,37,-,John Huston,29.1,"2,735",94,25
1988,38,-,Ed Fiori,29.11,"3,173",109,23
1988,39,-,Steve Lowery,29.12,"2,912",100,22
1988,39,-,Jodie Mudd,29.12,"3,028",104,23
1988,41,-,Richard Cromwell,29.13,"2,068",71,22
1988,41,-,David Frost,29.13,"2,505",86,24
1988,43,-,Clarence Rose,29.14,"3,322",114,24
1988,44,-,Wayne Levi,29.15,"2,361",81,19
1988,45,-,Bill Sander,29.16,"2,391",82,23
1988,45,-,Richard Zokol,29.16,"2,216",76,21
1988,47,-,Chip Beck,29.17,"2,713",93,22
1988,47,-,Dave Eichelberger,29.17,"2,684",92,5
1988,49,-,Scott Simpson,29.18,"2,072",71,25
1988,49,-,Howard Twitty,29.18,"3,181",109,22
1988,51,-,Tom Kite,29.2,"2,511",86,25
1988,52,-,Buddy Gardner,29.21,"3,330",114,24
1988,53,-,Doug Tewell,29.23,"2,309",79,17
1988,54,-,Brad Fabel,29.24,"2,924",100,22
1988,54,-,Sam Randolph,29.24,"2,339",80,6
1988,56,-,John Inman,29.25,"2,983",102,22
1988,56,-,Loren Roberts,29.25,"2,691",92,24
1988,58,-,Tom Byrum,29.26,"3,277",112,23
1988,58,-,Bobby Clampett,29.26,"2,633",90,18
1988,60,-,Mark Calcavecchia,29.27,"3,454",118,23
1988,60,-,Corey Pavin,29.27,"2,459",84,24
1988,62,-,Mark Wiebe,29.28,"3,396",116,22
1988,63,-,"Ray Barr, Jr.",29.3,"1,758",60,24
1988,63,-,Hubert Green,29.3,"2,022",69,21
1988,63,-,Dick Mast,29.3,"2,930",100,23
1988,66,-,Brad Faxon,29.31,"2,638",90,23
1988,66,-,Rick Pearson,29.31,"2,609",89,23
1988,68,-,Steve Jones,29.32,"2,551",87,22
1988,68,-,Tom Pernice Jr.,29.32,"2,551",87,24
1988,70,-,Ray Stewart,29.33,"2,728",93,18
1988,71,-,George Archer,29.35,"2,759",94,24
1988,72,-,Hale Irwin,29.36,"2,173",74,24
1988,72,-,Bob Lohr,29.36,"3,288",112,23
1988,74,-,Steve Elkington,29.37,"2,702",92,24
1988,75,-,Jay Haas,29.38,"2,938",100,23
1988,75,-,Mark O'Meara,29.38,"2,674",91,24
1988,75,-,Jack Renner,29.38,"2,732",93,24
1988,75,-,Scott Verplank,29.38,"2,820",96,24
1988,75,-,D.A. Weibring,29.38,"2,380",81,26
1988,80,-,Mark Brooks,29.4,"2,852",97,23
1988,81,-,Mike Donald,29.41,"3,235",110,22
1988,81,-,Andrew Magee,29.41,"2,735",93,24
1988,83,-,Andy Bean,29.44,"1,531",52,24
1988,83,-,Jim Carter,29.44,"2,826",96,24
1988,85,-,Phil Blackmar,29.45,"2,209",75,24
1988,86,-,Fred Couples,29.47,"2,976",101,23
1988,87,-,Billy Andrade,29.48,"2,830",96,21
1988,87,-,Gary Hallberg,29.48,"1,887",64,8
1988,89,-,Davis Love III,29.49,"2,625",89,21
1988,89,-,Bruce Zabriski,29.49,"2,330",79,6
1988,91,-,Tom Watson,29.51,"1,918",65,22
1988,92,-,Clark Burroughs,29.52,"2,539",86,11
1988,93,-,Mark Hayes,29.53,"3,012",102,24
1988,93,-,Denis Watson,29.53,"2,274",77,21
1988,95,-,Peter Jacobsen,29.55,"2,600",88,23
1988,95,-,David Ogrin,29.55,"2,719",92,23
1988,97,-,Jim Booros,29.57,"2,395",81,23
1988,97,-,Kim Young,29.57,"2,040",69,11
1988,99,-,Greg Ladehoff,29.58,"2,928",99,21
1988,99,-,Fuzzy Zoeller,29.58,"2,278",77,23
1988,101,-,Donnie Hammond,29.59,"3,018",102,23
1988,102,-,Jay Don Blake,29.6,"3,226",109,25
1988,102,-,Brandel Chamblee,29.6,"2,161",73,23
1988,102,-,Jim Nelford,29.6,"2,013",68,24
1988,105,-,Mike Hammond,29.61,"2,191",74,23
1988,105,-,Joey Sindelar,29.61,"3,287",111,25
1988,107,-,Roger Maltbie,29.62,"2,488",84,23
1988,107,-,Aki Ohmachi,29.62,"2,695",91,18
1988,107,-,Tom Sieckmann,29.62,"2,310",78,22
1988,110,-,Wayne Grady,29.63,"1,985",67,21
1988,110,-,Ron Streck,29.63,"1,926",65,25
1988,112,-,Curt Byrum,29.65,"2,935",99,24
1988,113,-,Gil Morgan,29.66,"2,254",76,23
1988,114,-,Billy Kratzert,29.68,"2,671",90,25
1988,114,-,Fred Wadsworth,29.68,"2,107",71,24
1988,116,-,John Cook,29.69,"2,969",100,24
1988,116,-,Mike McCullough,29.69,"2,642",89,23
1988,118,-,Roy Biancalana,29.7,"2,109",71,26
1988,118,-,David Canipe,29.7,"2,584",87,23
1988,118,-,Brian Tennyson,29.7,"2,881",97,25
1988,121,-,Tommy Armour III,29.71,"2,704",91,23
1988,121,-,Jay Delsing,29.71,"2,317",78,23
1988,121,-,Leonard Thompson,29.71,"3,060",103,16
1988,124,-,Danny Edwards,29.72,"1,813",61,25
1988,124,-,Mark Lye,29.72,"2,823",95,15
1988,124,-,Blaine McCallister,29.72,"3,299",111,22
1988,124,-,Pat McGowan,29.72,"2,734",92,24
1988,128,-,Ronnie Black,29.73,"2,557",86,10
1988,128,-,Russ Cochran,29.73,"3,151",106,24
1988,128,-,Lance Ten Broeck,29.73,"2,349",79,23
1988,131,-,Mike Bender,29.74,"2,320",78,23
1988,131,-,Keith Clearwater,29.74,"2,528",85,24
1988,131,-,Calvin Peete,29.74,"2,290",77,18
1988,134,-,"Jim Gallagher, Jr.",29.76,"1,845",62,23
1988,134,-,Bobby Wadkins,29.76,"3,363",113,23
1988,136,-,Barry Jaeckel,29.77,"2,292",77,24
1988,137,-,Mike Reid,29.78,"2,323",78,23
1988,138,-,David Edwards,29.8,"2,414",81,22
1988,139,-,Bob Eastwood,29.82,"2,833",95,22
1988,140,-,Brian Mogg,29.84,"1,999",67,23
1988,140,-,Bob Murphy,29.84,"2,208",74,15
1988,140,-,Robert Wrenn,29.84,"3,074",103,24
1988,143,-,Rocco Mediate,29.85,"3,164",106,22
1988,143,-,Bob Proben,29.85,"2,328",78,24
1988,145,-,Bill Glasson,29.86,"2,598",87,23
1988,145,-,Mark McCumber,29.86,"2,419",81,25
1988,147,-,Brad Bryant,29.87,"2,360",79,25
1988,148,-,Gene Sauers,29.89,"3,049",102,24
1988,149,-,Antonio Cerda,29.91,"2,004",67,25
1988,149,-,Joey Rassett,29.91,"2,034",68,24
1988,151,-,Bruce Lietzke,29.92,"2,603",87,25
1988,152,-,Dave Barr,29.93,"2,843",95,23
1988,152,-,Tony Sills,29.93,"2,933",98,24
1988,154,-,Mike Hulbert,29.96,"3,356",112,25
1988,154,-,Tom Purtzer,29.96,"2,397",80,24
1988,156,-,John Mahaffey,29.97,"3,057",102,25
1988,157,-,Tim Simpson,29.98,"3,028",101,23
1988,158,-,Bill Buttner,29.99,"2,549",85,24
1988,158,-,Lennie Clements,29.99,"3,299",110,22
1988,160,-,Billy Ray Brown,30,"2,940",98,22
1988,161,-,Hal Sutton,30.02,"2,642",88,24
1988,162,-,Tim Norris,30.06,"2,555",85,24
1988,163,-,Mac O'Grady,30.08,"1,955",65,24
1988,164,-,David Peoples,30.09,"2,919",97,19
1988,164,-,Duffy Waldorf,30.09,"2,708",90,24
1988,166,-,Mark Maness,30.1,"1,776",59,24
1988,167,-,Kenny Perry,30.14,"3,044",101,23
1988,167,-,Robert Thompson,30.14,"2,773",92,24
1988,169,-,Ed Dougherty,30.15,"2,744",91,22
1988,170,-,Mike Blackburn,30.16,"2,443",81,20
1988,170,-,Jim Hallet,30.16,"3,318",110,22
1988,170,-,Paul Trittler,30.16,"1,900",63,23
1988,173,-,Dan Halldorson,30.21,"2,930",97,23
1988,173,-,Bruce Soulsby,30.21,"1,722",57,25
1988,175,-,Dan Pohl,30.22,"2,780",92,26
1988,175,-,Steve Thomas,30.22,"2,206",73,25
1988,177,-,Fulton Allem,30.32,"2,001",66,24
1988,178,-,Harry Taylor,30.36,"1,670",55,17
1988,179,-,John Adams,30.41,"1,946",64,24
1988,180,-,Jeff Coston,30.43,"2,039",67,24
1988,180,-,J.C. Snead,30.43,"2,495",82,25
1988,182,-,Dillard Pruitt,30.6,"2,570",84,10
1988,183,-,Ernie Gonzalez,30.72,"2,427",79,22
1988,184,-,Danny Briggs,30.8,"1,817",59,22
1988,185,-,Barry Cheesman,30.85,"2,190",71,23
1989,1,51,Isao Aoki,28.13,"1,491",53,16
1989,2,53,Hubert Green,28.31,"2,095",74,21
1989,3,53,Morris Hatalsky,28.32,"1,954",69,23
1989,3,53,Jeff Sluman,28.32,"2,096",74,22
1989,5,55,Larry Rinker,28.41,"2,472",87,22
1989,6,58,John Huston,28.48,"2,421",85,12
1989,7,77,Don Pooley,28.53,"2,168",76,23
1989,8,77,George Archer,28.56,"1,828",64,22
1989,9,77,Ben Crenshaw,28.58,"2,229",78,20
1989,9,77,Rick Fehr,28.58,"2,029",71,20
1989,9,77,Payne Stewart,28.58,"2,429",85,10
1989,12,77,Willie Wood,28.59,"1,458",51,22
1989,13,77,Steve Jones,28.61,"2,661",93,23
1989,14,78,Kenny Knox,28.63,"3,121",109,18
1989,15,78,Jim Carter,28.64,"3,036",106,21
1989,16,78,Bernhard Langer,28.67,"1,577",55,24
1989,17,80,Chip Beck,28.68,"2,237",78,21
1989,18,80,David Frost,28.71,"2,613",91,23
1989,19,80,Ed Fiori,28.75,"2,875",100,22
1989,19,80,Curtis Strange,28.75,"2,300",80,15
1989,21,82,Mike Sullivan,28.76,"2,272",79,24
1989,22,82,Donnie Hammond,28.77,"2,589",90,22
1989,23,84,Tom Kite,28.84,"2,567",89,23
1989,24,84,Corey Pavin,28.86,"2,857",99,22
1989,25,84,Nick Price,28.87,"2,714",94,22
1989,26,84,Jay Haas,28.88,"2,628",91,16
1989,27,84,Mark O'Meara,28.89,"2,600",90,21
1989,28,84,Fred Couples,28.91,"2,573",89,23
1989,29,84,Loren Roberts,28.92,"3,268",113,23
1989,30,84,Raymond Floyd,28.96,"1,593",55,25
1989,31,84,Larry Mize,28.97,"2,752",95,23
1989,32,84,Wayne Levi,28.99,"2,493",86,23
1989,33,84,Jerry Pate,29,"1,479",51,15
1989,34,106,Bob Estes,29.01,"2,176",75,23
1989,35,107,Bill Britton,29.03,"3,106",107,22
1989,35,107,Scott Hoch,29.03,"2,845",98,24
1989,37,107,Mike Donald,29.05,"3,341",115,20
1989,37,107,Dick Mast,29.05,"2,527",87,23
1989,39,107,John Inman,29.06,"2,499",86,24
1989,39,107,Sandy Lyle,29.06,"1,540",53,24
1989,41,107,Davis Love III,29.08,"2,414",83,23
1989,41,107,Dave Rummells,29.08,"2,850",98,23
1989,43,107,Pat McGowan,29.1,"2,648",91,23
1989,43,107,Tim Simpson,29.1,"3,172",109,16
1989,45,108,Buddy Gardner,29.12,"3,232",111,23
1989,45,108,Bob Gilder,29.12,"2,504",86,24
1989,47,109,Tom Byrum,29.14,"2,943",101,22
1989,48,109,Bobby Clampett,29.16,"2,566",88,24
1989,49,109,Phil Blackmar,29.17,"2,450",84,22
1989,49,109,Gene Sauers,29.17,"2,392",82,22
1989,51,110,Mark Calcavecchia,29.18,"2,539",87,24
1989,51,110,Sam Randolph,29.18,"1,634",56,7
1989,51,110,Bill Sander,29.18,"2,860",98,24
1989,54,110,Blaine McCallister,29.2,"3,008",103,20
1989,54,110,Ronnie McCann,29.2,"1,752",60,15
1989,56,112,Roger Maltbie,29.21,"2,249",77,24
1989,57,112,Chris Perry,29.22,"3,127",107,23
1989,58,114,Nick Faldo,29.23,"1,783",61,24
1989,59,114,Paul Azinger,29.24,"2,719",93,24
1989,59,114,Mark Hayes,29.24,"2,485",85,21
1989,59,114,Larry Silveira,29.24,"2,281",78,23
1989,62,119,Webb Heintzelman,29.26,"2,985",102,22
1989,62,119,Gary Koch,29.26,"1,902",65,25
1989,62,119,Gil Morgan,29.26,"2,516",86,6
1989,65,119,Barry Jaeckel,29.27,"1,844",63,22
1989,65,119,Howard Twitty,29.27,"2,429",83,14
1989,67,119,Lanny Wadkins,29.28,"2,401",82,24
1989,68,120,Rex Caldwell,29.29,"2,021",69,23
1989,69,120,Ronnie Black,29.3,"2,520",86,22
1989,69,120,Peter Jacobsen,29.3,"2,520",86,24
1989,69,120,Mark Lye,29.3,"2,637",90,25
1989,69,120,Mark Wiebe,29.3,"2,871",98,23
1989,73,120,Craig Stadler,29.31,"2,345",80,20
1989,74,120,David Edwards,29.32,"2,639",90,22
1989,74,120,Steve Hart,29.32,"2,228",76,11
1989,76,120,Jay Don Blake,29.33,"2,552",87,18
1989,76,120,David Canipe,29.33,"2,698",92,24
1989,76,120,Jack Kay Jr.,29.33,"2,053",70,24
1989,79,126,Steve Pate,29.34,"3,227",110,24
1989,80,126,Calvin Peete,29.35,"1,497",51,19
1989,80,126,Joey Sindelar,29.35,"2,788",95,24
1989,82,126,Ian Baker-Finch,29.37,"1,762",60,22
1989,82,126,Greg Ladehoff,29.37,"2,291",78,23
1989,82,126,David Ogrin,29.37,"2,731",93,23
1989,85,126,Brian Tennyson,29.38,"2,997",102,24
1989,85,126,Bob Tway,29.38,"2,762",94,21
1989,87,127,Tony Sills,29.4,"2,558",87,22
1989,88,128,Ken Green,29.41,"2,382",81,11
1989,88,128,Dan Halldorson,29.41,"2,588",88,23
1989,88,128,Jeff Hart,29.41,"1,647",56,24
1989,88,128,Tom Watson,29.41,"1,735",59,24
1989,92,128,Bob Eastwood,29.42,"2,471",84,23
1989,93,129,Tom Sieckmann,29.43,"2,384",81,24
1989,93,129,D.A. Weibring,29.43,"2,266",77,25
1989,93,129,Robert Wrenn,29.43,"2,560",87,23
1989,96,129,Russ Cochran,29.44,"2,650",90,23
1989,96,129,Wayne Grady,29.44,"2,414",82,24
1989,98,130,Billy Pierot,29.45,"1,885",64,21
1989,98,130,Fuzzy Zoeller,29.45,"1,973",67,12
1989,100,130,Mark Brooks,29.46,"2,563",87,22
1989,100,130,Steve Elkington,29.46,"2,917",99,24
1989,100,130,Mike Hulbert,29.46,"3,476",118,23
1989,103,131,Charlie Bowles,29.47,"1,739",59,23
1989,104,131,Billy Ray Brown,29.48,"2,712",92,18
1989,104,131,Bob Lohr,29.48,"2,860",97,15
1989,104,131,"Don Shirey, Jr.",29.48,"2,447",83,25
1989,107,132,Mike Reid,29.49,"2,212",75,24
1989,107,132,Jim Thorpe,29.49,"2,359",80,16
1989,109,132,Tommy Armour III,29.5,"3,157",107,17
1989,110,169,Jim Booros,29.51,"2,449",83,23
1989,110,169,Robert Thompson,29.51,"2,095",71,14
1989,112,169,Bill Buttner,29.52,"2,480",84,23
1989,112,169,Brad Faxon,29.52,"2,745",93,24
1989,112,169,Tony Grimes,29.52,"1,978",67,21
1989,115,169,Gary Hallberg,29.53,"2,540",86,24
1989,115,169,Kenny Perry,29.53,"2,451",83,21
1989,117,169,Lon Hinkle,29.54,"2,659",90,24
1989,117,169,Billy Mayfair,29.54,"2,924",99,21
1989,119,169,Hal Sutton,29.55,"2,955",100,23
1989,119,169,Scott Verplank,29.55,"2,571",87,22
1989,121,170,Dan Forsman,29.56,"2,542",86,24
1989,121,170,Scott Simpson,29.56,"2,128",72,25
1989,121,170,Leonard Thompson,29.56,"2,779",94,24
