Year,Rank,,Player,Avg,Total Putts,Total Rounds,Low Total Putts
1996,157,-,Joe Daley,29.81,"2,295",77,23
1996,158,-,Andy Bean,29.83,"2,237",75,24
1996,158,-,Ken Green,29.83,"2,386",80,5
1996,160,-,Mark Calcavecchia,29.87,"2,927",98,24
1996,160,-,Tom Purtzer,29.87,"2,479",83,23
1996,162,-,Tommy Armour III,29.92,"1,586",53,15
1996,162,-,Wayne Grady,29.92,"1,915",64,24
1996,162,-,Peter Jacobsen,29.92,"1,795",60,9
1996,165,-,Billy Ray Brown,29.94,"2,305",77,25
1996,166,-,John Elliott,29.96,"1,528",51,24
1996,167,-,Keith Fergus,29.99,"2,519",84,24
1996,168,-,Dan Forsman,30.02,"1,951",65,22
1996,169,-,Bart Bryant,30.03,"2,312",77,23
1996,169,-,Jeff Hart,30.03,"1,952",65,24
1996,169,-,Tom Kite,30.03,"1,952",65,26
1996,172,-,Mike Heinen,30.04,"2,854",95,24
1996,172,-,Bobby Wadkins,30.04,"2,734",91,25
1996,174,-,Scott Dunlap,30.05,"2,404",80,24
1996,174,-,Pete Jordan,30.05,"2,194",73,25
1996,176,-,Hal Sutton,30.08,"2,647",88,25
1996,177,-,Dillard Pruitt,30.09,"2,227",74,24
1996,178,-,Tray Tyner,30.1,"1,535",51,25
1996,179,-,Fuzzy Zoeller,30.12,"1,506",50,25
1996,180,-,Grant Waite,30.15,"2,261",75,24
1996,181,-,"Joe Acosta, Jr.",30.21,"2,145",71,24
1996,182,-,Curt Byrum,30.27,"1,695",56,25
1996,183,-,Dan Pohl,30.29,"1,757",58,26
1996,184,-,Lucas Parsons,30.3,"1,697",56,25
1996,185,-,Brad Bryant,30.37,"2,521",83,25
1996,186,-,Chris Smith,30.6,"2,448",80,26
1996,186,-,Jim Thorpe,30.6,"1,683",55,25
1996,188,-,John Mahaffey,30.75,"1,999",65,27
1996,189,-,Dave Barr,30.81,"1,787",58,25
1996,190,-,Scott Medlin,30.85,"1,635",53,26
1997,1,-,Brad Faxon,28.17,"2,000",71,21
1997,2,-,Bob Estes,28.19,"1,945",69,23
1997,3,-,Rafael Alarcon,28.28,"2,234",79,24
1997,3,-,Justin Leonard,28.28,"2,743",97,22
1997,5,-,Don Pooley,28.32,"2,039",72,23
1997,6,-,Phil Blackmar,28.38,"2,554",90,22
1997,7,-,Brian Claar,28.41,"1,676",59,23
1997,7,-,Mike Springer,28.41,"1,875",66,22
1997,9,-,Lee Janzen,28.45,"2,760",97,24
1997,9,-,David Ogrin,28.45,"2,731",96,21
1997,11,-,Loren Roberts,28.5,"2,280",80,24
1997,12,-,Willie Wood,28.51,"2,452",86,22
1997,13,-,Scott Verplank,28.52,"1,768",62,23
1997,14,-,Steve Hart,28.54,"1,969",69,24
1997,15,-,Ed Fiori,28.56,"1,428",50,24
1997,15,-,Jim Furyk,28.56,"2,685",94,25
1997,17,-,Michael Bradley,28.57,"2,400",84,21
1997,18,-,David Toms,28.58,"2,515",88,22
1997,19,-,David Sutherland,28.63,"2,348",82,23
1997,19,-,Howard Twitty,28.63,"1,374",48,22
1997,21,-,Bruce Fleisher,28.64,"1,747",61,23
1997,21,-,Larry Rinker,28.64,"2,807",98,22
1997,23,-,Robin Freeman,28.66,"1,863",65,22
1997,24,-,Glen Day,28.68,"2,294",80,23
1997,25,-,Mike Brisky,28.7,"2,870",100,23
1997,25,-,David Edwards,28.7,"2,009",70,21
1997,27,-,Jay Don Blake,28.71,"2,613",91,21
1997,27,-,J.P. Hayes,28.71,"2,727",95,22
1997,29,-,Joe Ozaki,28.72,"1,867",65,21
1997,30,-,Payne Stewart,28.73,"2,385",83,21
1997,30,-,Lanny Wadkins,28.73,"2,040",71,22
1997,32,-,Taylor Smith,28.74,"2,328",81,23
1997,33,-,Donnie Hammond,28.75,"1,955",68,23
1997,34,-,Craig Kanada,28.76,"1,553",54,22
1997,34,-,Phil Tataurangi,28.76,"2,186",76,24
1997,36,-,Lennie Clements,28.77,"2,532",88,23
1997,37,-,David Frost,28.78,"1,928",67,23
1997,37,-,Gabriel Hjertstedt,28.78,"2,072",72,23
1997,39,-,John Wilson,28.81,"2,622",91,23
1997,40,-,Chip Beck,28.82,"2,046",71,22
1997,40,-,Michael Christie,28.82,"2,738",95,23
1997,40,-,Mark O'Meara,28.82,"2,104",73,23
1997,43,-,Nolan Henke,28.89,"2,369",82,23
1997,44,-,Brian Henninger,28.9,"2,225",77,20
1997,45,-,P.H. Horgan III,28.91,"2,573",89,22
1997,45,-,Tom Pernice Jr.,28.91,"2,457",85,21
1997,47,-,Jesper Parnevik,28.92,"1,909",66,24
1997,47,-,Paul Stankowski,28.92,"2,863",99,22
1997,49,-,Stewart Cink,28.93,"2,864",99,24
1997,50,-,Scott Hoch,28.94,"2,518",87,24
1997,50,-,Scott McCarron,28.94,"2,286",79,23
1997,50,-,Spike McRoy,28.94,"1,968",68,24
1997,53,-,Eric Johnson,28.95,"2,403",83,22
1997,53,-,Greg Kraft,28.95,"3,011",104,22
1997,55,-,Wayne Levi,28.96,"1,940",67,25
1997,55,-,Frank Lickliter II,28.96,"2,462",85,22
1997,55,-,Phil Mickelson,28.96,"2,085",72,21
1997,58,-,Billy Andrade,28.97,"2,752",95,24
1997,59,-,David Duval,28.98,"2,724",94,23
1997,59,-,Neal Lancaster,28.98,"2,927",101,23
1997,61,-,Nick Price,29,"1,624",56,24
1997,61,-,Steve Stricker,29,"1,595",55,24
1997,63,-,Robert Damron,29.01,"2,785",96,24
1997,63,-,Marco Dawson,29.01,"2,466",85,23
1997,63,-,Paul Goydos,29.01,"2,901",100,22
1997,63,-,Andrew Magee,29.01,"2,843",98,22
1997,67,-,Ernie Els,29.02,"1,683",58,25
1997,67,-,D.A. Weibring,29.02,"1,799",62,24
1997,69,-,Tom Byrum,29.03,"2,845",98,23
1997,70,-,Ronnie Black,29.04,"2,468",85,24
1997,70,-,Guy Boros,29.04,"2,294",79,24
1997,70,-,Rick Fehr,29.04,"2,004",69,22
1997,70,-,Steve Pate,29.04,"2,410",83,22
1997,74,-,Larry Silveira,29.05,"1,714",59,23
1997,75,-,Mark Brooks,29.09,"2,531",87,22
1997,75,-,John Morse,29.09,"2,676",92,22
1997,77,-,Craig Stadler,29.12,"1,951",67,22
1997,78,-,Brett Quigley,29.13,"3,233",111,23
1997,79,-,Tommy Armour III,29.14,"2,739",94,23
1997,79,-,Brent Geiberger,29.14,"2,710",93,24
1997,81,-,Stuart Appleby,29.15,"2,157",74,22
1997,81,-,Brad Fabel,29.15,"2,740",94,23
1997,81,-,Kevin Sutherland,29.15,"2,478",85,23
1997,84,-,John Maginnes,29.16,"2,945",101,23
1997,85,-,Len Mattiace,29.17,"3,121",107,24
1997,86,-,Jim Carter,29.18,"2,860",98,23
1997,86,-,"Dave Stockton, Jr.",29.18,"2,889",99,22
1997,88,-,Mike Standly,29.19,"2,510",86,24
1997,89,-,Pete Jordan,29.2,"2,949",101,24
1997,89,-,Kirk Triplett,29.2,"2,570",88,24
1997,91,-,Paul Claxton,29.21,"1,928",66,24
1997,91,-,Doug Martin,29.21,"2,979",102,25
1997,93,-,Tim Simpson,29.22,"1,841",63,22
1997,94,-,Todd Demsey,29.23,"2,163",74,23
1997,95,-,Doug Barron,29.24,"3,012",103,22
1997,95,-,Tommy Tolles,29.24,"2,485",85,23
1997,97,-,Fred Funk,29.25,"3,364",115,22
1997,97,-,"Jim Gallagher, Jr.",29.25,"2,545",87,23
1997,97,-,Jay Haas,29.25,"2,223",76,25
1997,100,-,Jimmy Green,29.27,"2,400",82,22
1997,100,-,Curtis Strange,29.27,"1,727",59,21
1997,102,-,Emlyn Aubrey,29.28,"2,108",72,24
1997,102,-,Brandel Chamblee,29.28,"2,313",79,23
1997,102,-,Jim McGovern,29.28,"2,606",89,24
1997,105,-,Steve Lowery,29.29,"2,900",99,24
1997,105,-,Craig Parry,29.29,"2,021",69,23
1997,105,-,Corey Pavin,29.29,"1,728",59,25
1997,108,-,Jay Delsing,29.3,"2,461",84,23
1997,108,-,Larry Nelson,29.3,"1,582",54,22
1997,108,-,Chris Perry,29.3,"3,076",105,23
1997,108,-,Mike Reid,29.3,"2,373",81,24
1997,112,-,Tim Herron,29.31,"2,960",101,22
1997,113,-,Patrick Burke,29.34,"1,907",65,23
1997,113,-,Ken Green,29.34,"1,555",53,23
1997,113,-,Dudley Hart,29.34,"2,259",77,24
1997,113,-,Scott Simpson,29.34,"2,347",80,25
1997,117,-,Mike Hulbert,29.35,"2,876",98,24
1997,117,-,Tiger Woods,29.35,"2,260",77,23
1997,119,-,Olin Browne,29.37,"2,966",101,23
1997,120,-,Bob Wolcott,29.38,"2,086",71,25
1997,121,-,Jack O'Keefe,29.39,"2,204",75,25
1997,122,-,Billy Ray Brown,29.41,"2,059",70,23
1997,122,-,Jerry Kelly,29.41,"2,588",88,24
1997,122,-,Lee Rinker,29.41,"2,794",95,23
1997,125,-,John Adams,29.43,"2,384",81,24
1997,126,-,Paul Azinger,29.45,"1,767",60,26
1997,126,-,Jeff Sluman,29.45,"2,886",98,23
1997,128,-,"David Berganio, Jr.",29.46,"2,445",83,24
1997,128,-,Allen Doyle,29.46,"2,504",85,24
1997,128,-,Larry Mize,29.46,"2,033",69,24
1997,131,-,Kevin Burton,29.47,"2,181",74,24
1997,131,-,Mark Calcavecchia,29.47,"2,741",93,23
1997,131,-,Greg Norman,29.47,"1,385",47,26
1997,131,-,Gene Sauers,29.47,"1,562",53,23
1997,131,-,Mark Wiebe,29.47,"2,210",75,25
1997,136,-,Dan Forsman,29.48,"2,476",84,23
1997,137,-,Steve Jones,29.49,"2,182",74,23
1997,138,-,Russ Cochran,29.5,"3,039",103,25
1997,138,-,Ted Tryba,29.5,"3,038",103,22
1997,138,-,Omar Uresti,29.5,"2,980",101,24
1997,138,-,Tom Watson,29.5,"1,416",48,24
1997,142,-,Fulton Allem,29.52,"1,830",62,24
1997,142,-,Keith Fergus,29.52,"1,712",58,24
1997,142,-,Anthony Rodriguez,29.52,"1,801",61,26
1997,145,-,Bill Glasson,29.53,"2,008",68,21
1997,146,-,Brad Bryant,29.54,"2,304",78,23
1997,146,-,Vijay Singh,29.54,"2,334",79,23
1997,146,-,Bob Tway,29.54,"2,688",91,24
1997,149,-,Joel Edwards,29.55,"2,719",92,23
1997,150,-,Davis Love III,29.58,"2,544",86,23
1997,151,-,Chip Sullivan,29.61,"2,280",77,23
1997,152,-,Skip Kendall,29.62,"3,021",102,25
1997,153,-,Nick Faldo,29.64,"1,334",45,23
1997,153,-,Kelly Gibson,29.64,"3,587",121,24
1997,153,-,Tom Kite,29.64,"2,075",70,24
1997,156,-,Steve Elkington,29.65,"1,779",60,22
1997,156,-,Jeff Maggert,29.65,"2,639",89,20
1997,158,-,Shane Bertsch,29.69,"2,464",83,24
1997,159,-,John Cook,29.71,"2,882",97,24
1997,159,-,John Huston,29.71,"2,228",75,24
1997,159,-,Jimmy Johnston,29.71,"2,525",85,25
1997,162,-,Scott Dunlap,29.72,"2,675",90,23
1997,163,-,Craig Bowden,29.73,"1,635",55,24
1997,163,-,Jeff Hart,29.73,"2,349",79,23
1997,165,-,Billy Mayfair,29.74,"2,677",90,24
1997,166,-,Ed Dougherty,29.75,"1,934",65,22
1997,166,-,Grant Waite,29.75,"3,035",102,23
1997,168,-,John Daly,29.78,"1,489",50,25
1997,169,-,John Dowdall,29.79,"1,817",61,24
1997,169,-,Joey Sindelar,29.79,"3,039",102,24
1997,169,-,Duffy Waldorf,29.79,"2,651",89,23
1997,172,-,Kenny Perry,29.8,"2,414",81,25
1997,172,-,Hugh Royer III,29.8,"2,473",83,24
1997,172,-,Sonny Skinner,29.8,"2,116",71,23
1997,175,-,Woody Austin,29.82,"2,594",87,24
1997,176,-,Bradley Hughes,29.83,"2,327",78,24
1997,177,-,Joe Durant,29.84,"2,924",98,23
1997,177,-,Scott Gump,29.84,"3,223",108,23
1997,179,-,Peter Jacobsen,29.87,"2,599",87,24
1997,179,-,Dicky Pride,29.87,"2,270",76,24
1997,181,-,Frank Nobilo,29.88,"1,793",60,25
1997,182,-,Fred Couples,29.89,"1,584",53,25
1997,182,-,Hideki Kase,29.89,"2,541",85,25
1997,184,-,Hal Sutton,29.91,"2,871",96,23
1997,185,-,Tom Lehman,29.96,"2,037",68,23
1997,186,-,Tray Tyner,29.97,"2,218",74,25
1997,187,-,Blaine McCallister,29.99,"2,549",85,24
1997,188,-,Lee Porter,30.07,"2,436",81,25
1997,189,-,Shaun Micheel,30.08,"1,594",53,24
1997,190,-,Sandy Lyle,30.18,"1,841",61,24
1997,190,-,Rocco Mediate,30.18,"2,414",80,25
1997,192,-,Robert Gamez,30.22,"2,478",82,24
1997,193,-,Clarence Rose,30.23,"2,781",92,23
1997,194,-,Tom Purtzer,30.34,"1,881",62,25
1997,195,-,Fuzzy Zoeller,30.52,"1,587",52,27
1998,1,-,Rick Fehr,27.71,"1,718",62,21
1998,2,-,Steve Stricker,28.22,"2,201",78,22
1998,3,-,Brad Faxon,28.24,"2,203",78,21
1998,4,-,Len Mattiace,28.32,"2,917",103,21
1998,5,-,R.W. Eaks,28.33,"2,266",80,24
1998,6,-,Mark O'Meara,28.41,"1,818",64,21
1998,7,-,Greg Kraft,28.47,"2,363",83,23
1998,8,-,Loren Roberts,28.51,"2,167",76,23
1998,9,-,Craig Parry,28.53,"1,284",45,24
1998,10,-,Bob Estes,28.54,"2,854",100,23
1998,11,-,Robert Damron,28.57,"2,514",88,23
1998,11,-,David Frost,28.57,"1,943",68,22
1998,13,-,Corey Pavin,28.6,"1,859",65,23
1998,14,-,Stewart Cink,28.61,"2,661",93,23
1998,15,-,Glen Day,28.62,"2,576",90,21
1998,15,-,Larry Rinker,28.62,"2,662",93,22
1998,15,-,Phil Tataurangi,28.62,"2,261",79,23
1998,15,-,D.A. Weibring,28.62,"1,975",69,21
1998,19,-,Payne Stewart,28.63,"2,061",72,22
1998,20,-,Billy Andrade,28.68,"2,725",95,20
1998,20,-,Jim Furyk,28.68,"2,782",97,23
1998,22,-,Phil Blackmar,28.69,"2,295",80,23
1998,23,-,Davis Love III,28.74,"2,012",70,24
1998,23,-,Joe Ozaki,28.74,"1,523",53,23
1998,25,-,Frank Nobilo,28.75,"1,725",60,22
1998,26,-,Jay Delsing,28.76,"2,157",75,23
1998,27,-,Brian Henninger,28.78,"2,734",95,22
1998,28,-,Mark Brooks,28.8,"2,534",88,22
1998,28,-,John Daly,28.8,"2,160",75,23
1998,28,-,David Duval,28.8,"2,275",79,19
1998,31,-,Stephen Ames,28.81,"1,383",48,23
1998,32,-,Skip Kendall,28.83,"2,941",102,22
1998,32,-,Franklin Langham,28.83,"2,652",92,22
1998,32,-,Doug Martin,28.83,"3,171",110,23
1998,35,-,Fuzzy Zoeller,28.84,"1,961",68,22
1998,36,-,Brent Geiberger,28.85,"2,568",89,23
1998,36,-,Steve Pate,28.85,"2,452",85,22
1998,36,-,Mike Springer,28.85,"3,029",105,23
1998,36,-,Mark Wiebe,28.85,"2,279",79,22
1998,40,-,Stuart Appleby,28.86,"1,818",63,21
1998,40,-,David Ogrin,28.86,"2,886",100,23
1998,42,-,J.P. Hayes,28.88,"1,877",65,24
1998,42,-,Kevin Wentworth,28.88,"2,253",78,21
1998,44,-,Craig Stadler,28.89,"1,762",61,24
1998,44,-,Willie Wood,28.89,"2,398",83,24
1998,46,-,John Huston,28.9,"2,572",89,24
1998,46,-,Justin Leonard,28.9,"2,774",96,22
1998,48,-,Kenny Perry,28.91,"2,371",82,23
1998,49,-,Bobby Gage,28.94,"1,505",52,22
1998,49,-,Scott Verplank,28.94,"2,778",96,19
1998,51,-,Mike Brisky,28.95,"2,519",87,22
1998,52,-,Jeff Gallagher,28.96,"2,577",89,24
1998,52,-,Scott Hoch,28.96,"2,838",98,24
1998,52,-,Jeff Maggert,28.96,"2,346",81,23
1998,55,-,Jay Haas,28.97,"2,289",79,22
1998,55,-,Don Pooley,28.97,"1,738",60,24
1998,57,-,Bob Tway,28.98,"2,840",98,24
1998,57,-,Omar Uresti,28.98,"3,159",109,24
1998,59,-,Phil Mickelson,29.01,"2,176",75,20
1998,59,-,Mike Standly,29.01,"2,495",86,23
1998,61,-,Tom Pernice Jr.,29.03,"2,293",79,23
1998,61,-,"Dave Stockton, Jr.",29.03,"1,887",65,24
1998,63,-,Jeff Sluman,29.05,"3,079",106,23
1998,63,-,Tommy Tolles,29.05,"2,353",81,24
1998,65,-,Paul Goydos,29.06,"2,906",100,23
1998,65,-,Jonathan Kaye,29.06,"1,831",63,22
1998,67,-,Chris Perry,29.07,"3,110",107,24
1998,68,-,Fred Funk,29.08,"3,315",114,21
1998,68,-,Guy Hill,29.08,"2,065",71,24
1998,70,-,Neal Lancaster,29.09,"2,502",86,25
1998,70,-,Ted Tryba,29.09,"3,054",105,21
1998,72,-,Ben Bates,29.1,"2,910",100,22
1998,72,-,Trevor Dodds,29.1,"2,532",87,22
1998,72,-,Bob Gilder,29.1,"2,357",81,25
1998,72,-,Spike McRoy,29.1,"2,532",87,22
1998,76,-,Nolan Henke,29.13,"2,563",88,21
1998,77,-,Guy Boros,29.14,"2,535",87,22
1998,77,-,Jim Carter,29.14,"3,089",106,23
1998,77,-,Bruce Fleisher,29.14,"2,244",77,22
1998,80,-,Harrison Frazar,29.15,"2,361",81,24
1998,80,-,J.L. Lewis,29.15,"2,740",94,23
1998,82,-,Jim Estes,29.16,"1,866",64,24
1998,83,-,Frank Lickliter II,29.17,"3,092",106,24
1998,83,-,Curtis Strange,29.17,"1,342",46,24
1998,85,-,Andrew Magee,29.18,"2,685",92,23
1998,85,-,David Toms,29.18,"2,480",85,22
1998,87,-,Dudley Hart,29.19,"2,306",79,24
1998,88,-,Brandel Chamblee,29.2,"2,336",80,24
1998,88,-,Ernie Els,29.2,"1,285",44,24
1998,88,-,Jerry Kelly,29.2,"2,716",93,24
1998,91,-,Tim Conley,29.21,"2,045",70,21
1998,91,-,Mike Weir,29.21,"2,249",77,24
1998,93,-,Scott McCarron,29.22,"2,425",83,25
1998,94,-,Nick Price,29.24,"1,696",58,24
1998,95,-,P.H. Horgan III,29.25,"3,071",105,21
1998,95,-,Larry Mize,29.25,"2,252",77,24
1998,95,-,Tiger Woods,29.25,"2,018",69,24
1998,98,-,Peter Jacobsen,29.26,"1,902",65,24
1998,98,-,Jesper Parnevik,29.26,"1,902",65,24
1998,98,-,Kevin Sutherland,29.26,"2,926",100,24
1998,101,-,Kelly Gibson,29.28,"3,133",107,22
1998,101,-,Gabriel Hjertstedt,29.28,"2,108",72,21
1998,103,-,Barry Cheesman,29.3,"2,725",93,24
1998,104,-,Chip Beck,29.31,"1,817",62,24
1998,104,-,Olin Browne,29.31,"2,257",77,24
1998,104,-,Billy Mayfair,29.31,"2,521",86,24
1998,104,-,John Riegger,29.31,"2,433",83,24
1998,104,-,Lee Rinker,29.31,"3,048",104,25
1998,109,-,Fred Couples,29.33,"1,877",64,23
1998,109,-,Steve Jones,29.33,"2,229",76,21
1998,109,-,Jim McGovern,29.33,"2,493",85,22
1998,112,-,Michael Bradley,29.34,"2,054",70,22
1998,112,-,Steve Flesch,29.34,"2,905",99,22
1998,114,-,John Adams,29.35,"1,820",62,22
1998,114,-,Lee Janzen,29.35,"2,289",78,23
1998,116,-,Tommy Armour III,29.37,"2,555",87,24
1998,117,-,Jay Don Blake,29.38,"2,292",78,24
1998,117,-,Pete Jordan,29.38,"2,615",89,24
1998,117,-,Steve Lowery,29.38,"2,527",86,21
1998,117,-,Sonny Skinner,29.38,"2,527",86,22
1998,121,-,Doug Barron,29.39,"2,616",89,23
1998,121,-,Bob Friend,29.39,"2,498",85,25
1998,121,-,Tim Herron,29.39,"2,763",94,23
1998,121,-,Hugh Royer III,29.39,"2,410",82,22
1998,125,-,Mike Hulbert,29.4,"2,617",89,23
1998,125,-,Esteban Toledo,29.4,"2,734",93,22
1998,127,-,Lennie Clements,29.41,"2,059",70,24
1998,127,-,Brian Kamm,29.41,"2,059",70,22
1998,129,-,Chris DiMarco,29.42,"2,824",96,23
1998,129,-,Keith Fergus,29.42,"1,559",53,22
1998,131,-,Paul Azinger,29.43,"2,001",68,23
1998,131,-,Brad Fabel,29.43,"2,708",92,23
1998,133,-,Dan Forsman,29.45,"2,268",77,23
1998,134,-,Steve Jurgensen,29.46,"2,121",72,24
1998,135,-,Donnie Hammond,29.47,"2,564",87,24
1998,135,-,Hal Sutton,29.47,"3,065",104,24
1998,137,-,Russ Cochran,29.48,"2,594",88,24
1998,137,-,Lee Porter,29.48,"2,683",91,24
1998,139,-,Mike Reid,29.5,"2,301",78,24
1998,140,-,Ronnie Black,29.51,"2,302",78,24
1998,140,-,John Cook,29.51,"2,715",92,24
1998,140,-,John Morse,29.51,"1,741",59,25
1998,140,-,Dicky Pride,29.51,"1,741",59,25
1998,144,-,Mark Calcavecchia,29.52,"2,716",92,23
1998,144,-,Clarence Rose,29.52,"2,893",98,25
1998,146,-,Scott Simpson,29.53,"1,683",57,23
1998,147,-,Mike Small,29.54,"1,920",65,24
1998,148,-,David Sutherland,29.55,"2,748",93,23
1998,149,-,Rocco Mediate,29.56,"2,424",82,24
1998,149,-,Kirk Triplett,29.56,"2,424",82,25
1998,151,-,Clark Dennis,29.57,"2,218",75,23
1998,151,-,Scott Gump,29.57,"2,868",97,25
1998,151,-,Glen Hnatiuk,29.57,"2,454",83,23
1998,154,-,Vijay Singh,29.58,"2,633",89,24
1998,155,-,Fulton Allem,29.59,"1,746",59,22
1998,156,-,Tom Byrum,29.61,"2,724",92,24
1998,156,-,Joe Durant,29.61,"2,280",77,24
1998,158,-,Paul Stankowski,29.62,"2,281",77,24
1998,159,-,Richie Coughlan,29.64,"2,786",94,21
1998,159,-,Mark Wurtz,29.64,"1,630",55,25
1998,161,-,"Jim Gallagher, Jr.",29.65,"2,135",72,23
1998,162,-,Kent Jones,29.69,"2,583",87,23
1998,163,-,Sandy Lyle,29.7,"1,693",57,23
1998,164,-,Jimmy Johnston,29.74,"1,725",58,26
1998,164,-,Joey Sindelar,29.74,"2,855",96,22
1998,166,-,Blaine McCallister,29.76,"3,095",104,21
1998,167,-,Brett Quigley,29.77,"2,620",88,23
1998,168,-,Iain Steel,29.79,"1,847",62,25
1998,169,-,David Edwards,29.8,"2,265",76,24
1998,170,-,Chris Smith,29.82,"2,743",92,22
1998,171,-,Mark Carnevale,29.85,"2,776",93,24
1998,171,-,Gary Hallberg,29.85,"1,821",61,24
1998,173,-,Robert Gamez,29.88,"2,062",69,26
1998,174,-,Nick Faldo,29.89,"1,345",45,24
1998,175,-,Vance Veazey,29.9,"2,003",67,23
1998,176,-,Bobby Wadkins,29.92,"2,693",90,24
1998,177,-,Tim Loustalot,29.97,"1,918",64,24
1998,178,-,Duffy Waldorf,29.99,"2,459",82,24
1998,179,-,Grant Waite,30.02,"2,852",95,25
1998,180,-,Tom Lehman,30.03,"2,312",77,24
1998,181,-,Andy Bean,30.04,"1,442",48,24
1998,182,-,Keith Nolan,30.09,"1,625",54,23
1998,183,-,Joe Daley,30.16,"2,051",68,25
1998,184,-,Tom Kite,30.21,"1,873",62,26
1998,185,-,Dave Barr,30.22,"1,813",60,26
1998,186,-,Billy Ray Brown,30.27,"1,937",64,25
1998,187,-,Craig Barlow,30.36,"2,459",81,24
1998,188,-,Bradley Hughes,30.54,"1,924",63,25
1999,1,-,Robert Damron,28.24,"3,078",109,23
1999,2,-,Brad Faxon,28.29,"1,782",63,23
1999,3,-,Phil Tataurangi,28.31,"2,010",71,21
1999,4,-,Scott McCarron,28.33,"2,493",88,21
1999,5,-,Chris Riley,28.37,"2,383",84,23
1999,6,-,Lanny Wadkins,28.4,"1,619",57,22
1999,7,-,Craig Parry,28.47,"1,708",60,22
1999,7,-,Willie Wood,28.47,"2,050",72,22
1999,9,-,Phil Blackmar,28.55,"2,541",89,23
1999,10,-,Chip Beck,28.58,"2,115",74,22
1999,10,-,Eric Booker,28.58,"2,572",90,21
1999,10,-,Mike Hulbert,28.58,"2,887",101,22
1999,13,-,Frank Lickliter II,28.63,"2,977",104,23
1999,14,-,Mike Reid,28.67,"2,150",75,20
1999,15,-,Brett Quigley,28.68,"1,721",60,21
1999,16,-,Franklin Langham,28.71,"2,842",99,21
1999,17,-,Emlyn Aubrey,28.76,"1,467",51,23
1999,18,-,Skip Kendall,28.77,"3,021",105,23
1999,19,-,Greg Kraft,28.79,"2,735",95,23
1999,20,-,Doug Martin,28.8,"2,765",96,20
1999,21,-,Loren Roberts,28.81,"2,564",89,23
1999,22,-,Larry Mize,28.87,"2,021",70,24
1999,23,-,Paul Goydos,28.88,"2,744",95,24
1999,24,-,Tom Pernice Jr.,28.89,"2,571",89,21
1999,25,-,Jim Carter,28.9,"2,774",96,24
1999,25,-,Deane Pappas,28.9,"2,370",82,23
1999,27,-,Mike Brisky,28.91,"2,226",77,24
1999,28,-,Peter Jacobsen,28.92,"2,111",73,24
1999,28,-,Esteban Toledo,28.92,"3,094",107,23
1999,30,-,Scott Hoch,28.93,"2,864",99,22
1999,31,-,Steve Lowery,28.95,"2,866",99,21
1999,32,-,Alan Bratton,28.96,"2,085",72,23
1999,33,-,John Maginnes,28.98,"2,637",91,23
1999,34,-,Brad Fabel,28.99,"2,551",88,23
1999,34,-,Brian Henninger,28.99,"2,783",96,23
1999,34,-,Dicky Pride,28.99,"2,435",84,23
1999,37,-,Greg Chalmers,29.01,"3,075",106,24
1999,37,-,"Jim Gallagher, Jr.",29.01,"2,379",82,21
1999,39,-,Jay Don Blake,29.03,"2,671",92,24
1999,39,-,Jerry Kelly,29.03,"3,135",108,23
1999,41,-,Tommy Tolles,29.04,"2,236",77,22
1999,42,-,Brent Geiberger,29.06,"2,993",103,24
1999,43,-,Tom Byrum,29.07,"2,587",89,24
1999,43,-,Bob Friend,29.07,"3,314",114,21
1999,45,-,John Daly,29.08,"1,832",63,23
1999,45,-,P.H. Horgan III,29.08,"2,850",98,24
1999,45,-,David Toms,29.08,"2,995",103,22
1999,48,-,Paul Stankowski,29.1,"2,241",77,23
1999,49,-,Jonathan Kaye,29.11,"3,144",108,24
1999,49,-,David Ogrin,29.11,"1,659",57,22
1999,49,-,Tom Scherrer,29.11,"2,707",93,22
1999,52,-,Nolan Henke,29.12,"2,417",83,24
1999,52,-,Corey Pavin,29.12,"2,271",78,22
1999,54,-,Mike Sposa,29.13,"2,593",89,24
1999,55,-,Jay Delsing,29.14,"2,215",76,21
1999,55,-,Joe Ogilvie,29.14,"2,681",92,25
1999,55,-,Mike Springer,29.14,"2,535",87,22
1999,55,-,Kevin Sutherland,29.14,"2,797",96,24
1999,55,-,Omar Uresti,29.14,"3,001",103,23
1999,60,-,Dan Forsman,29.15,"2,682",92,23
1999,61,-,Doug Barron,29.16,"2,595",89,22
1999,61,-,J.P. Hayes,29.16,"2,624",90,24
1999,63,-,David Sutherland,29.17,"2,625",90,24
1999,64,-,Jay Haas,29.2,"2,219",76,24
1999,65,-,Tommy Armour III,29.22,"2,571",88,24
1999,65,-,Pete Jordan,29.22,"2,630",90,19
1999,65,-,Kirk Triplett,29.22,"2,513",86,23
1999,68,-,Rick Fehr,29.23,"2,075",71,22
1999,68,-,Jeff Gallagher,29.23,"2,689",92,24
1999,68,-,Geoffrey Sisk,29.23,"2,309",79,22
1999,71,-,Danny Briggs,29.24,"2,222",76,23
1999,71,-,Chris Perry,29.24,"3,509",120,23
1999,71,-,Larry Rinker,29.24,"2,573",88,24
1999,74,-,Stephen Ames,29.25,"1,609",55,24
1999,74,-,Tiger Woods,29.25,"2,077",71,23
1999,76,-,Joey Sindelar,29.26,"2,107",72,24
1999,77,-,Clark Dennis,29.27,"2,605",89,23
1999,77,-,Kevin Wentworth,29.27,"2,078",71,22
